,index,majority,shortest_path,shortest_restricted_path,relative_increase,absolute_increase,n_cameras,id_year,year,id_race,race,household_income_by_race,household_income_by_race_moe,geography,id_geography
62,Census Tract 2206.01,white,456.30864561537476,491.10643700529863,0.07625932956627593,34.79779138992387,2.0051884695828726,2022,2022,0,Total,120427,25903.0,Census Tract 2206.01,14000US17031220601
63,Census Tract 2105.02,white,403.413060049313,415.1888541900456,0.029190413764227534,11.775794140732614,0.4989429339526583,2022,2022,0,Total,74855,10399.0,Census Tract 2105.02,14000US17031210502
64,Census Tract 2206.02,white,612.6207545395754,633.441638840901,0.033986580028575485,20.820884301325577,2.0009135379902165,2022,2022,0,Total,61875,13182.0,Census Tract 2206.02,14000US17031220602
65,Census Tract 2209.01,white,392.78834840158845,406.8693203496687,0.03584875163782565,14.080971948080276,1.5,2022,2022,0,Total,62917,21115.0,Census Tract 2209.01,14000US17031220901
66,Census Tract 2209.02,white,747.7443171220363,775.4969785294343,0.03711517529710443,27.752661407398023,1.7482529235617523,2022,2022,0,Total,73239,13689.0,Census Tract 2209.02,14000US17031220902
67,Census Tract 2004.01,white,598.119744499997,632.4184502722303,0.0573442125721926,34.29870577223335,2.0,2022,2022,0,Total,70046,15267.0,Census Tract 2004.01,14000US17031200401
68,Census Tract 2004.02,white,74.08221244317122,74.08221244317122,0.0,0.0,0.0,2022,2022,0,Total,77288,14163.0,Census Tract 2004.02,14000US17031200402
69,Census Tract 1913.01,white,840.9380904983321,887.1546923512069,0.054958387989640506,46.21660185287476,2.0,2022,2022,0,Total,55759,19810.0,Census Tract 1913.01,14000US17031191301
70,Census Tract 1906.01,white,581.6642243895361,648.3637287565298,0.11467011648687114,66.69950436699366,3.0064255710356127,2022,2022,0,Total,71176,26788.0,Census Tract 1906.01,14000US17031190601
71,Census Tract 1907.01,white,1192.738779099063,1327.938790200141,0.11335257431908224,135.20001110107796,5.0,2022,2022,0,Total,64063,22671.0,Census Tract 1907.01,14000US17031190701
72,Census Tract 1904.02,white,631.2790245540726,667.5293285013723,0.05742358376774271,36.2503039472997,3.1545418005138446,2022,2022,0,Total,56523,12046.0,Census Tract 1904.02,14000US17031190402
73,Census Tract 8321,white,527.5989057656411,536.8406891671722,0.017516684171510095,9.241783401531052,0.15075320206362205,2022,2022,0,Total,79985,21707.0,Census Tract 8321,14000US17031832100
74,Census Tract 8428,white,228.6766711909808,231.6962084771288,0.013204395841612579,3.019537286147994,0.3333333333333333,2022,2022,0,Total,49020,9810.0,Census Tract 8428,14000US17031842800
75,Census Tract 8333,white,211.05596602017778,212.83286533700453,0.00841909068164829,1.776899316826757,0.04332012706290713,2022,2022,0,Total,85096,16026.0,Census Tract 8333,14000US17031833300
76,Census Tract 8329,white,333.0259358420839,349.28410225894567,0.04881952024472691,16.25816641686174,0.2867626671010465,2022,2022,0,Total,75878,12778.0,Census Tract 8329,14000US17031832900
77,Census Tract 8381,black,199.69898285921428,200.3454023811849,0.003236969526411325,0.6464195219706141,0.06853326571166281,2022,2022,0,Total,26000,21420.0,Census Tract 8381,14000US17031838100
78,Census Tract 307.06,white,719.2549319144409,722.9408726742324,0.005124665256004047,3.6859407597914924,0.26817702348773237,2022,2022,0,Total,54143,14824.0,Census Tract 307.06,14000US17031030706
79,Census Tract 3815,black,852.2685758009758,966.3656202847667,0.1338745176384811,114.09704448379091,1.2188196469774102,2022,2022,0,Total,23288,4203.0,Census Tract 3815,14000US17031381500
80,Census Tract 8331,white,329.54354391611867,343.11415634466454,0.041180028190751346,13.570612428545871,0.48426542871228695,2022,2022,0,Total,160114,28886.000000000004,Census Tract 8331,14000US17031833100
81,Census Tract 8391,white,255.76460840209205,258.4522593430411,0.0105082988523718,2.687650940949027,0.2105418758561311,2022,2022,0,Total,122978,22799.0,Census Tract 8391,14000US17031839100
82,Census Tract 812.01,white,216.49718343365134,216.67274522100533,0.0008109194982104152,0.17556178735398476,0.15282927569416666,2022,2022,0,Total,128955,18890.0,Census Tract 812.01,14000US17031081201
83,Census Tract 1504.01,white,393.2658023174831,498.0156297130569,0.2663588513882764,104.74982739557379,1.306606465658308,2022,2022,0,Total,77908,9544.0,Census Tract 1504.01,14000US17031150401
84,Census Tract 1505.01,white,897.8977065240714,897.8977065240714,0.0,0.0,0.0,2022,2022,0,Total,122434,18674.0,Census Tract 1505.01,14000US17031150501
85,Census Tract 8430,black,325.4127198753894,325.4127198753894,0.0,0.0,0.0,2022,2022,0,Total,23587,7771.0,Census Tract 8430,14000US17031843000
86,Census Tract 8429,white,1330.4391625310852,1331.7973933348671,0.0010208890733477435,1.3582308037819075,1.0,2022,2022,0,Total,19304,8354.0,Census Tract 8429,14000US17031842900
87,Census Tract 8421,black,671.7391636714877,739.4357525363414,0.10077808846941146,67.69658886485365,2.1398085999747307,2022,2022,0,Total,50907,12137.0,Census Tract 8421,14000US17031842100
88,Census Tract 8419,white,296.7660078817459,303.2519263713773,0.02185532816216563,6.485918489631388,0.4110949608135386,2022,2022,0,Total,131803,12831.0,Census Tract 8419,14000US17031841900
89,Census Tract 802.01,white,404.7559890284216,413.93584152714647,0.022679967060549828,9.17985249872487,0.6961968655785609,2022,2022,0,Total,112708,21592.0,Census Tract 802.01,14000US17031080201
90,Census Tract 701.01,white,594.7459504963902,784.3506576906663,0.318799492516136,189.6047071942761,1.3236317195246912,2022,2022,0,Total,93523,18140.0,Census Tract 701.01,14000US17031070101
91,Census Tract 404.02,white,536.525627395628,549.5446167252235,0.024265363413843787,13.018989329595456,1.2310663694279054,2022,2022,0,Total,94132,17385.0,Census Tract 404.02,14000US17031040402
92,Census Tract 2207.02,white,652.8936238337694,684.2176196929479,0.0479771814514668,31.323995859178467,2.4275417436614246,2022,2022,0,Total,79969,18321.0,Census Tract 2207.02,14000US17031220702
93,Census Tract 8422,white,355.08744339560633,357.2477456543917,0.006083859902583311,2.16030225878535,0.9999999999999999,2022,2022,0,Total,102036,52674.0,Census Tract 8422,14000US17031842200
94,Census Tract 8437,white,260.31330027728006,291.0463517489452,0.11806177955152103,30.733051471665135,0.6835770546142331,2022,2022,0,Total,191384,49744.0,Census Tract 8437,14000US17031843700
95,Census Tract 8350,white,763.8074801625762,804.5765922304639,0.05337616235338519,40.769112067887704,2.0,2022,2022,0,Total,33857,18200.0,Census Tract 8350,14000US17031835000
96,Census Tract 8423,white,253.04769556834805,258.66456212257475,0.022196869019538615,5.616866554226704,0.0739428229532887,2022,2022,0,Total,167407,11286.0,Census Tract 8423,14000US17031842300
97,Census Tract 2302,white,454.5372187028271,504.04438628610626,0.10891774214785824,49.50716758327917,1.0,2022,2022,0,Total,72083,29272.0,Census Tract 2302,14000US17031230200
98,Census Tract 8351,white,677.7174742581158,711.4342991811187,0.04975056155946415,33.716824923002946,2.0,2022,2022,0,Total,47049,10398.0,Census Tract 8351,14000US17031835100
99,Census Tract 1510.01,white,642.0823718938227,668.0572046398066,0.0404540505751172,25.974832745983917,1.2406507084889904,2022,2022,0,Total,93879,14749.0,Census Tract 1510.01,14000US17031151001
100,Census Tract 1510.02,white,766.3966381925221,783.3842387692243,0.022165546833250675,16.98760057670222,1.0,2022,2022,0,Total,75893,16403.0,Census Tract 1510.02,14000US17031151002
101,Census Tract 1606.02,white,452.8135104572416,465.55986710868865,0.02814924103871383,12.746356651447059,1.2432207276871026,2022,2022,0,Total,84955,17709.0,Census Tract 1606.02,14000US17031160602
102,Census Tract 1406.01,white,465.87185639260485,517.3036814332388,0.11039908149611583,51.43182504063395,1.0,2022,2022,0,Total,87045,13939.999999999998,Census Tract 1406.01,14000US17031140601
103,Census Tract 1407.01,white,804.5991191492109,807.0078537612502,0.002993707741796112,2.408734612039325,0.2855791822068211,2022,2022,0,Total,92212,13419.0,Census Tract 1407.01,14000US17031140701
104,Census Tract 1406.02,white,534.3214913044872,563.9652740294931,0.055479300771963946,29.643782725005963,1.0000000000000002,2022,2022,0,Total,59962,14605.0,Census Tract 1406.02,14000US17031140602
105,Census Tract 3905,black,455.2700472625975,455.2700472625975,0.0,0.0,0.0,2022,2022,0,Total,58194,18449.0,Census Tract 3905,14000US17031390500
106,Census Tract 8426,white,587.152635978314,587.152635978314,0.0,0.0,0.0,2022,2022,0,Total,90521,18269.0,Census Tract 8426,14000US17031842600
107,Census Tract 8435,white,536.6871408762502,536.6871408762502,0.0,0.0,0.0,2022,2022,0,Total,52875,34796.0,Census Tract 8435,14000US17031843500
108,Census Tract 8434,white,427.3444187401399,427.3444187401399,0.0,0.0,0.0,2022,2022,0,Total,32404,12582.0,Census Tract 8434,14000US17031843400
109,Census Tract 1403.02,white,594.3979554406711,678.9356970803575,0.14222414607232675,84.53774163968637,2.802490647329543,2022,2022,0,Total,62478,14079.000000000002,Census Tract 1403.02,14000US17031140302
110,Census Tract 1105.01,white,838.1145437890989,872.7052393837331,0.041272038352001834,34.59069559463421,2.080026173071692,2022,2022,0,Total,101220,10252.0,Census Tract 1105.01,14000US17031110501
111,Census Tract 3904,black,608.1263628207016,608.1263628207016,0.0,0.0,0.0,2022,2022,0,Total,27232,10672.0,Census Tract 3904,14000US17031390400
112,Census Tract 8432,white,550.9520477782586,552.1052183297876,0.002093050667801706,1.1531705515290014,0.5,2022,2022,0,Total,66172,15003.0,Census Tract 8432,14000US17031843200
113,Census Tract 1105.02,white,605.9074968677844,621.8757015063768,0.02635419551852291,15.968204638592397,0.39862725163521223,2022,2022,0,Total,71440,19502.0,Census Tract 1105.02,14000US17031110502
114,Census Tract 8343,black,746.479293063687,759.3353087028494,0.017222199943951473,12.856015639162365,0.36366764707465754,2022,2022,0,Total,52973,8103.0,Census Tract 8343,14000US17031834300
115,Census Tract 8439,black,1053.2698747947954,1057.3779471564615,0.003900303673326248,4.108072361666018,0.44434206269076787,2022,2022,0,Total,56926,23659.0,Census Tract 8439,14000US17031843900
116,Census Tract 8312,white,543.9248731123644,579.3790064405961,0.06518204090458567,35.454133328231705,0.9999999999999999,2022,2022,0,Total,55326,13393.0,Census Tract 8312,14000US17031831200
117,Census Tract 8316,white,653.8052198039477,671.5776971023538,0.027183137668639935,17.772477298406102,1.5,2022,2022,0,Total,63839,15928.999999999998,Census Tract 8316,14000US17031831600
118,Census Tract 8315,white,941.8672491307477,1055.0373770562314,0.12015507284060337,113.17012792548371,6.0,2022,2022,0,Total,76914,15814.999999999998,Census Tract 8315,14000US17031831500
119,Census Tract 8311,white,549.3972617638011,575.4986652114867,0.04750916188385954,26.101403447685584,1.6850378029362312,2022,2022,0,Total,96318,15144.0,Census Tract 8311,14000US17031831100
120,Census Tract 8317,white,693.9027917250162,703.2339741716961,0.013447391418447748,9.331182446679918,1.4765373674949038,2022,2022,0,Total,44653,30020.0,Census Tract 8317,14000US17031831700
121,Census Tract 2715,black,369.47526579240537,370.62843634393425,0.003121103517053323,1.1531705515288877,0.5,2022,2022,0,Total,42171,10812.0,Census Tract 2715,14000US17031271500
122,Census Tract 4402.02,black,702.5046229576421,702.5046229576421,0.0,0.0,0.0,2022,2022,0,Total,31537,7904.0,Census Tract 4402.02,14000US17031440202
123,Census Tract 4401.02,black,855.8496322577935,855.8496322577935,0.0,0.0,0.0,2022,2022,0,Total,40565,9887.0,Census Tract 4401.02,14000US17031440102
124,Census Tract 306.03,white,337.1470327972627,365.1918255744407,0.08318267713790696,28.04479277717803,1.0204544741002137,2022,2022,0,Total,54300,12334.0,Census Tract 306.03,14000US17031030603
125,Census Tract 307.01,white,896.3464533124497,928.6905284541583,0.03608434553646193,32.34407514170857,1.5,2022,2022,0,Total,47614,19894.0,Census Tract 307.01,14000US17031030701
126,Census Tract 8363,black,608.9698303093701,608.9698303093701,0.0,0.0,0.0,2022,2022,0,Total,64722,16628.0,Census Tract 8363,14000US17031836300
127,Census Tract 8383,white,269.5600594456159,276.7630834173183,0.02672140667469925,7.203023971702407,0.5601193087730586,2022,2022,0,Total,112381,21715.0,Census Tract 8383,14000US17031838300
128,Census Tract 8398,white,401.4251048819629,401.4251048819629,0.0,0.0,0.0,2022,2022,0,Total,77560,10376.0,Census Tract 8398,14000US17031839800
129,Census Tract 8366,black,759.4847315375437,776.8321761787851,0.022841070953621742,17.347444641241395,1.0,2022,2022,0,Total,80763,17142.0,Census Tract 8366,14000US17031836600
130,Census Tract 7302.02,black,1497.6887232408967,1550.3152634869823,0.0351385033681801,52.6265402460856,3.0,2022,2022,0,Total,78819,19179.0,Census Tract 7302.02,14000US17031730202
131,Census Tract 4301.01,black,858.1991011626683,863.5851907266256,0.006276037293281168,5.3860895639572846,0.48195922069008057,2022,2022,0,Total,32264,13411.0,Census Tract 4301.01,14000US17031430101
132,Census Tract 633.02,white,361.1718074260094,363.6739315152063,0.006927794577957046,2.5021240891968546,0.13928950627685138,2022,2022,0,Total,94173,10595.0,Census Tract 633.02,14000US17031063302
133,Census Tract 8362,black,197.05151643964018,197.05151643964018,0.0,0.0,0.0,2022,2022,0,Total,146250,107729.0,Census Tract 8362,14000US17031836200
134,Census Tract 714,white,310.1524156600344,324.9562297210401,0.04773077143217376,14.803814061005653,0.4957039674459155,2022,2022,0,Total,118295,29034.0,Census Tract 714,14000US17031071400
135,Census Tract 8401,white,382.71218636529755,382.71218636529755,0.0,0.0,0.0,2022,2022,0,Total,66765,9150.0,Census Tract 8401,14000US17031840100
136,Census Tract 5805.02,white,788.3392915125785,793.9769902513941,0.007151360841089926,5.637698738815629,0.2582789570407223,2022,2022,0,Total,46853,12148.0,Census Tract 5805.02,14000US17031580502
137,Census Tract 814.01,white,660.5800689300794,661.5196627880841,0.0014223769414154015,0.9395938580047414,0.6944859600827138,2022,2022,0,Total,74432,23886.0,Census Tract 814.01,14000US17031081401
138,Census Tract 814.03,white,250.84689313713497,264.0415152968544,0.052600301302141717,13.194622159719444,0.07029434949393776,2022,2022,0,Total,114052,15013.0,Census Tract 814.03,14000US17031081403
139,Census Tract 307.03,white,755.3873918544126,819.0072521193364,0.08422150137923584,63.61986026492377,1.7374213168204349,2022,2022,0,Total,56667,26093.0,Census Tract 307.03,14000US17031030703
140,Census Tract 8360,black,346.45922433820186,347.73586771667755,0.003684830100610819,1.2766433784756828,0.25,2022,2022,0,Total,77292,11619.0,Census Tract 8360,14000US17031836000
141,Census Tract 8358,black,602.2137823315068,609.9097108629472,0.012779396216481834,7.695928531440472,0.21065759456158611,2022,2022,0,Total,79868,23968.0,Census Tract 8358,14000US17031835800
142,Census Tract 8345,black,702.2838111428681,702.2838111428681,0.0,0.0,0.0,2022,2022,0,Total,48393,32046.000000000004,Census Tract 8345,14000US17031834500
143,Census Tract 8436,black,725.9660627134174,728.5193494703685,0.003517088315957649,2.553286756951138,0.5,2022,2022,0,Total,55250,34134.0,Census Tract 8436,14000US17031843600
144,Census Tract 5805.01,white,672.0141261428151,672.0141261428151,0.0,0.0,0.0,2022,2022,0,Total,45854,10759.0,Census Tract 5805.01,14000US17031580501
145,Census Tract 8346,black,541.2650509758448,548.7952588730961,0.013912237421712607,7.53020789725133,1.0,2022,2022,0,Total,26304,13087.0,Census Tract 8346,14000US17031834600
146,Census Tract 8318,white,765.649112526904,788.7167351108767,0.030128190846903304,23.067622583972707,2.788009626566947,2022,2022,0,Total,80471,7745.000000000001,Census Tract 8318,14000US17031831800
147,Census Tract 716,white,251.68769148627715,251.68769148627715,0.0,0.0,0.0,2022,2022,0,Total,230313,54114.99999999999,Census Tract 716,14000US17031071600
148,Census Tract 8326,white,384.6827508482488,387.328282344992,0.006877177338754085,2.6455314967431605,0.08362622526162294,2022,2022,0,Total,201563,30180.0,Census Tract 8326,14000US17031832600
149,Census Tract 619.01,white,392.7598082428969,410.05326755153055,0.04403062366793589,17.293459308633658,1.0864172703513466,2022,2022,0,Total,61563,18183.0,Census Tract 619.01,14000US17031061901
150,Census Tract 8399,white,644.0404418212456,658.0988548110221,0.021828463054309858,14.058412989776457,0.6267099961023339,2022,2022,0,Total,100217,16131.0,Census Tract 8399,14000US17031839900
151,Census Tract 301.04,white,232.90455717899908,243.1772397790192,0.044106833822598994,10.272682600020119,0.24280911404903627,2022,2022,0,Total,45865,7639.0,Census Tract 301.04,14000US17031030104
152,Census Tract 8397,white,489.430165470163,492.87298658276086,0.007034345971075526,3.442821112597869,0.1774598296324418,2022,2022,0,Total,83498,14142.0,Census Tract 8397,14000US17031839700
153,Census Tract 8339,black,795.4216615160722,795.4216615160722,0.0,0.0,0.0,2022,2022,0,Total,39602,12604.0,Census Tract 8339,14000US17031833900
154,Census Tract 8368,black,355.17813747020375,375.2161826683206,0.05641688798989731,20.038045198116833,0.6625494516136843,2022,2022,0,Total,19453,10604.0,Census Tract 8368,14000US17031836800
155,Census Tract 8388,black,1131.725418796817,1131.725418796817,0.0,0.0,0.0,2022,2022,0,Total,29120,7138.0,Census Tract 8388,14000US17031838800
156,Census Tract 8367,black,529.0032535116158,531.7875186861709,0.005263228829071805,2.7842651745551166,1.0,2022,2022,0,Total,51434,29153.0,Census Tract 8367,14000US17031836700
157,Census Tract 8322,white,283.0037150389041,283.3821431210008,0.0013371841498430379,0.3784280820967183,0.10657159366679361,2022,2022,0,Total,150682,13693.0,Census Tract 8322,14000US17031832200
158,Census Tract 2522.01,black,762.9387934488639,799.4716730132441,0.047884417305919615,36.53287956438021,1.0,2022,2022,0,Total,47979,11430.0,Census Tract 2522.01,14000US17031252201
159,Census Tract 8310,white,215.71890534379133,215.71890534379133,0.0,0.0,0.0,2022,2022,0,Total,177500,20227.0,Census Tract 8310,14000US17031831000
160,Census Tract 8324,white,474.16012979096837,482.390342381315,0.017357453892158533,8.230212590346639,0.7957072841846555,2022,2022,0,Total,132226,9931.0,Census Tract 8324,14000US17031832400
161,Census Tract 701.03,white,359.0115261795331,386.5112186159795,0.07659835529262207,27.499692436446367,0.9044359828559942,2022,2022,0,Total,78125,11051.0,Census Tract 701.03,14000US17031070103
162,Census Tract 2207.01,white,640.0572278415208,664.0698345642514,0.03751634334902974,24.012606722730652,1.836446857256277,2022,2022,0,Total,75625,9112.0,Census Tract 2207.01,14000US17031220701
163,Census Tract 6603.02,white,360.35150906291767,372.2265377544388,0.03295401404701142,11.875028691521152,1.3111992969619062,2022,2022,0,Total,44329,5172.0,Census Tract 6603.02,14000US17031660302
164,Census Tract 3018.02,white,874.4228316509239,875.076961613782,0.0007480705434271093,0.6541299628581783,0.15073900650394603,2022,2022,0,Total,33668,13324.0,Census Tract 3018.02,14000US17031301802
165,Census Tract 8340,black,652.4564027393357,655.604824437295,0.004825489771792655,3.148421697959293,0.33333333333333337,2022,2022,0,Total,39194,12226.0,Census Tract 8340,14000US17031834000
166,Census Tract 8342,black,475.0123793631674,475.0123793631674,0.0,0.0,0.0,2022,2022,0,Total,57270,14935.0,Census Tract 8342,14000US17031834200
167,Census Tract 7302.01,black,877.6980580106268,916.5371973860997,0.04425113969547217,38.83913937547288,1.8726565479095947,2022,2022,0,Total,62083,12238.0,Census Tract 7302.01,14000US17031730201
168,Census Tract 8355,white,567.7202737325102,574.874897556962,0.012602375070055608,7.154623824451733,1.0685004193959817,2022,2022,0,Total,18304,6412.0,Census Tract 8355,14000US17031835500
169,Census Tract 8392,white,835.2472943461232,867.2446937351741,0.038308893193243064,31.997399389050884,0.9584304070777033,2022,2022,0,Total,43090,15290.000000000002,Census Tract 8392,14000US17031839200
170,Census Tract 8404,white,726.2073944630723,738.8852435985909,0.01745761504520632,12.677849135518613,0.34626852495757227,2022,2022,0,Total,71667,25806.0,Census Tract 8404,14000US17031840400
171,Census Tract 8410,white,402.31731882464203,402.31731882464203,0.0,0.0,0.0,2022,2022,0,Total,103750,46092.0,Census Tract 8410,14000US17031841000
172,Census Tract 301.01,white,616.1691645932018,692.3629470205256,0.12365724675240329,76.19378242732375,2.0584156134459435,2022,2022,0,Total,50696,10463.0,Census Tract 301.01,14000US17031030101
173,Census Tract 7003.02,black,1257.5174352174731,1341.555825849608,0.06682880752074935,84.0383906321349,3.6665216405018533,2022,2022,0,Total,83086,13890.000000000002,Census Tract 7003.02,14000US17031700302
174,Census Tract 8407,white,520.1484070276193,524.2923844612126,0.00796691363004253,4.14397743359325,0.3720669706185247,2022,2022,0,Total,97727,31941.0,Census Tract 8407,14000US17031840700
175,Census Tract 8413,white,601.5351399197175,624.5015418692893,0.038179651404300324,22.966401949571832,0.7192324196701695,2022,2022,0,Total,79744,25052.0,Census Tract 8413,14000US17031841300
176,Census Tract 3018.01,white,894.2282510733972,964.9078807600308,0.07903980846254015,70.67962968663358,2.326153761246762,2022,2022,0,Total,35779,13158.0,Census Tract 3018.01,14000US17031301801
177,Census Tract 608,white,560.4322610707842,562.6330654642722,0.003926976632792537,2.200804393488056,0.3829708273224362,2022,2022,0,Total,81156,5479.0,Census Tract 608,14000US17031060800
178,Census Tract 8323,white,465.2052069954201,465.62891370303396,0.0009107952818293185,0.4237067076138601,1.0,2022,2022,0,Total,119886,19682.0,Census Tract 8323,14000US17031832300
179,Census Tract 8325,white,308.4787186138266,308.4787186138266,0.0,0.0,0.0,2022,2022,0,Total,142500,46972.0,Census Tract 8325,14000US17031832500
180,Census Tract 8320,white,618.5165032598046,645.2192110727036,0.04317218323547735,26.702707812899007,1.0,2022,2022,0,Total,128828,20526.0,Census Tract 8320,14000US17031832000
181,Census Tract 1606.01,white,528.6208439791667,572.8457077676013,0.0836608398857945,44.22486378843462,2.6142473338372354,2022,2022,0,Total,83333,21277.0,Census Tract 1606.01,14000US17031160601
182,Census Tract 2105.01,white,603.1713955043111,665.8916161136041,0.10398407662693057,62.72022060929294,2.2957774137170297,2022,2022,0,Total,61678,7276.0,Census Tract 2105.01,14000US17031210501
183,Census Tract 2106.01,white,602.5285374365905,631.437712403259,0.04797976057642062,28.909174966668502,1.1833343084081511,2022,2022,0,Total,93547,14368.000000000002,Census Tract 2106.01,14000US17031210601
184,Census Tract 813,white,199.28143612818351,199.72959801178433,0.00224888927091306,0.4481618836008181,0.11453315248091633,2022,2022,0,Total,116424,24035.0,Census Tract 813,14000US17031081300
185,Census Tract 7005.02,black,644.9430626535319,656.5350135804969,0.017973603560090135,11.591950926964955,2.0,2022,2022,0,Total,87543,20163.0,Census Tract 7005.02,14000US17031700502
186,Census Tract 611,white,591.7577538718408,604.1271819071392,0.02090285755339213,12.36942803529837,0.499310296506816,2022,2022,0,Total,108158,22203.0,Census Tract 611,14000US17031061100
187,Census Tract 8365,black,397.0460793443882,398.1619047795498,0.00281031722313959,1.1158254351615824,0.886080793856745,2022,2022,0,Total,30944,19919.0,Census Tract 8365,14000US17031836500
188,Census Tract 8396,black,561.5797245498795,561.5797245498795,0.0,0.0,0.0,2022,2022,0,Total,65062,10153.0,Census Tract 8396,14000US17031839600
189,Census Tract 8400,white,375.59357070269925,376.9591351550837,0.003635750340000746,1.365564452384433,0.16452528786333726,2022,2022,0,Total,105481,27037.0,Census Tract 8400,14000US17031840000
190,Census Tract 8400,white,375.59357070269925,376.9591351550837,0.003635750340000746,1.365564452384433,0.16452528786333726,2022,2022,0,Total,73438,16752.0,Census Tract 8400,14000US17043840000
191,Census Tract 8308,white,696.3900063842193,697.7919121029871,0.0020131043035019284,1.4019057187678072,0.6557674267098292,2022,2022,0,Total,75500,17713.0,Census Tract 8308,14000US17031830800
192,Census Tract 4603.01,black,592.3422302564554,592.3422302564554,0.0,0.0,0.0,2022,2022,0,Total,31831,13001.0,Census Tract 4603.01,14000US17031460301
193,Census Tract 3104,white,399.87091631332646,399.87091631332646,0.0,0.0,0.0,2022,2022,0,Total,77991,30078.0,Census Tract 3104,14000US17031310400
194,Census Tract 811,white,300.4328550712579,300.88302515505507,0.0014984049720207465,0.45017008379716117,0.21388765298331144,2022,2022,0,Total,82039,16505.0,Census Tract 811,14000US17031081100
195,Census Tract 1507,white,652.0262208814164,693.6865737033917,0.06389367710651012,41.660352821975266,1.7252151316535902,2022,2022,0,Total,100862,26828.0,Census Tract 1507,14000US17031150700
196,Census Tract 3017.02,white,570.1846244348528,573.9231074108936,0.006556618358038448,3.738482976040814,1.3333333333333333,2022,2022,0,Total,43632,23964.0,Census Tract 3017.02,14000US17031301702
197,Census Tract 7003.01,black,307.98393028262615,365.11833605936704,0.18551099638318996,57.13440577674089,1.0,2022,2022,0,Total,74207,16023.999999999998,Census Tract 7003.01,14000US17031700301
198,Census Tract 4909.02,black,714.143434674518,714.7500103981115,0.0008493752013137349,0.6065757235935507,0.0982268349843026,2022,2022,0,Total,67428,13051.0,Census Tract 4909.02,14000US17031490902
199,Census Tract 618,white,376.22564421040636,438.1943879906843,0.16471164242494205,61.96874378027792,1.0,2022,2022,0,Total,69250,21807.0,Census Tract 618,14000US17031061800
200,Census Tract 4909.01,black,931.7540394705309,934.1469672047948,0.002568196791101347,2.3929277342639352,0.09551272958020703,2022,2022,0,Total,35038,6304.0,Census Tract 4909.01,14000US17031490901
201,Census Tract 8319,white,604.715844431125,609.649253477194,0.00815822686225457,4.9334090460689595,0.19914436840188662,2022,2022,0,Total,125139,21498.0,Census Tract 8319,14000US17031831900
202,Census Tract 8306,white,329.7124506013123,337.661647341651,0.024109483053616543,7.949196740338721,0.5447566950942307,2022,2022,0,Total,59364,9741.0,Census Tract 8306,14000US17031830600
203,Census Tract 8309,white,330.35086576629897,344.28711289015394,0.042186198275968576,13.936247123854969,1.7358296633019297,2022,2022,0,Total,121813,17838.0,Census Tract 8309,14000US17031830900
204,Census Tract 8307,white,293.2790740828561,294.90120088473685,0.005531000829000472,1.6221268018807677,0.19599858983304017,2022,2022,0,Total,64330,6318.0,Census Tract 8307,14000US17031830700
205,Census Tract 7005.01,black,947.6372366391108,1005.1539005601466,0.06069481199897153,57.51666392103573,2.112146585119032,2022,2022,0,Total,66979,12426.0,Census Tract 7005.01,14000US17031700501
206,Census Tract 4603.02,black,893.4535839865287,905.2025745588542,0.01315008499927027,11.74899057232551,0.5,2022,2022,0,Total,50056,30709.0,Census Tract 4603.02,14000US17031460302
207,Census Tract 4313.02,black,697.9051519056733,697.9051519056733,0.0,0.0,0.0,2022,2022,0,Total,32031,7565.999999999999,Census Tract 4313.02,14000US17031431302
208,Census Tract 4313.01,black,823.1567983381586,834.8528149472721,0.014208734754698192,11.696016609113485,0.9414333658963494,2022,2022,0,Total,36867,4420.0,Census Tract 4313.01,14000US17031431301
209,Census Tract 4401.01,black,516.7943193299488,531.7771007395775,0.028991768773802665,14.982781409628615,0.41277282565307183,2022,2022,0,Total,28877,7564.0,Census Tract 4401.01,14000US17031440101
210,Census Tract 3102,white,227.32916567422376,227.32916567422376,0.0,0.0,0.0,2022,2022,0,Total,133382,28233.0,Census Tract 3102,14000US17031310200
211,Census Tract 3103,white,307.5132238542435,308.7209771187596,0.003927483993626747,1.2077532645161,0.050000029234141506,2022,2022,0,Total,66683,16311.0,Census Tract 3103,14000US17031310300
212,Census Tract 3105,white,463.6070436235236,469.43692998334154,0.012575059934922242,5.82988635981792,0.08478806347874443,2022,2022,0,Total,58321,16087.0,Census Tract 3105,14000US17031310500
213,Census Tract 5103,black,971.3795986031066,993.1877355253966,0.022450684525031454,21.808136922290032,1.3125523591979613,2022,2022,0,Total,30607,9485.0,Census Tract 5103,14000US17031510300
214,Census Tract 4914,black,1127.5590517651074,1137.699225999336,0.008993031645087666,10.140174234228652,0.4669374496364182,2022,2022,0,Total,36480,7823.0,Census Tract 4914,14000US17031491400
215,Census Tract 5002,black,1359.8986586267538,1359.8986586267538,0.0,0.0,0.0,2022,2022,0,Total,38451,9370.0,Census Tract 5002,14000US17031500200
216,Census Tract 5302,black,1361.8407932245677,1361.8407932245677,0.0,0.0,0.0,2022,2022,0,Total,41464,10571.0,Census Tract 5302,14000US17031530200
217,Census Tract 1405,white,553.9047412456167,589.6456723100692,0.06452541096521144,35.740931064452525,1.0,2022,2022,0,Total,73273,10432.0,Census Tract 1405,14000US17031140500
