,index,majority,shortest_path,shortest_restricted_path,relative_increase,absolute_increase,n_cameras,id_year,year,id_race,race,household_income_by_race,household_income_by_race_moe,geography,id_geography
316,Census Tract 6609,white,1140.3085364452186,1140.3085364452186,0.0,0.0,0.0,2022,2022,0,Total,41032,11362.0,Census Tract 6609,14000US17031660900
317,Census Tract 6703,black,562.837757471897,588.0755357305318,0.04484023668205114,25.237778258634762,0.5906615226512488,2022,2022,0,Total,30179,14640.0,Census Tract 6703,14000US17031670300
318,Census Tract 2226,white,741.711258382973,757.8484853597286,0.021756750749525874,16.137226976755528,1.2357632916403305,2022,2022,0,Total,90313,17620.0,Census Tract 2226,14000US17031222600
319,Census Tract 1704,white,964.7775785191378,1121.257459173995,0.16219270030615981,156.47988065485708,5.0,2022,2022,0,Total,103016,19981.0,Census Tract 1704,14000US17031170400
320,Census Tract 3902,black,263.32520143436335,263.32520143436335,0.0,0.0,0.0,2022,2022,0,Total,104441,19527.0,Census Tract 3902,14000US17031390200
321,Census Tract 1710,white,116.19043286300673,116.19043286300673,0.0,0.0,0.0,2022,2022,0,Total,81950,12268.0,Census Tract 1710,14000US17031171000
322,Census Tract 1801,white,897.4877814604338,967.0878513804925,0.0775498801853349,69.60006992005867,4.429976386100522,2022,2022,0,Total,83920,32863.0,Census Tract 1801,14000US17031180100
323,Census Tract 3903,black,637.1283616280799,637.1283616280799,0.0,0.0,0.0,2022,2022,0,Total,19475,10702.0,Census Tract 3903,14000US17031390300
324,Census Tract 4003,black,751.8502411582026,751.8502411582026,0.0,0.0,0.0,2022,2022,0,Total,84293,15967.0,Census Tract 4003,14000US17031400300
325,Census Tract 4005,black,651.4134814675165,669.8934404647707,0.028369015261431565,18.479958997254244,0.3522402805928905,2022,2022,0,Total,22463,17154.0,Census Tract 4005,14000US17031400500
326,Census Tract 4008,black,1097.395519788537,1107.8244066084608,0.009503307268771532,10.428886819923719,0.6666666666666667,2022,2022,0,Total,21029,13729.0,Census Tract 4008,14000US17031400800
327,Census Tract 4403,black,627.1722126370204,628.5500427562602,0.0021968928014947024,1.3778301192397748,0.6276289479278675,2022,2022,0,Total,46747,16686.0,Census Tract 4403,14000US17031440300
328,Census Tract 4308,black,973.4548725167848,976.1722899888032,0.0027915186915575562,2.717417472018383,0.6565347619648658,2022,2022,0,Total,45221,13833.0,Census Tract 4308,14000US17031430800
329,Census Tract 2001,white,680.8044356213616,722.5292736629515,0.06128755316276427,41.72483804158992,1.5485335935535407,2022,2022,0,Total,68393,14478.999999999998,Census Tract 2001,14000US17031200100
330,Census Tract 4102,black,550.7026484991684,552.4024015976813,0.0030865170217453486,1.6997530985129288,0.33285589522709785,2022,2022,0,Total,51739,15399.0,Census Tract 4102,14000US17031410200
331,Census Tract 6806,black,516.9818582386265,518.3457893700868,0.0026382572419605455,1.3639311314602764,0.26423731716042076,2022,2022,0,Total,50330,14326.0,Census Tract 6806,14000US17031680600
332,Census Tract 4303,black,972.4219428318512,972.4219428318512,0.0,0.0,0.0,2022,2022,0,Total,36467,22365.0,Census Tract 4303,14000US17031430300
333,Census Tract 4309,black,655.6206545807124,667.5341975638355,0.018171396675631155,11.91354298312308,0.4018080884360009,2022,2022,0,Total,38173,16903.0,Census Tract 4309,14000US17031430900
334,Census Tract 4312,black,1249.6347251528505,1249.6347251528505,0.0,0.0,0.0,2022,2022,0,Total,57845,15244.0,Census Tract 4312,14000US17031431200
335,Census Tract 2308,black,637.6799877037425,681.6904402006012,0.06901651823093641,44.01045249685865,3.333333333333333,2022,2022,0,Total,68485,31990.0,Census Tract 2308,14000US17031230800
336,Census Tract 2311,black,677.7182307749772,707.0104437439558,0.04322181644056209,29.29221296897856,2.0,2022,2022,0,Total,60333,21319.0,Census Tract 2311,14000US17031231100
337,Census Tract 2101,white,314.3941760508502,314.3941760508502,0.0,0.0,0.0,2022,2022,0,Total,107717,13371.0,Census Tract 2101,14000US17031210100
338,Census Tract 4202,black,552.3039820309332,554.8572687878843,0.004622973652230765,2.553286756951138,0.5,2022,2022,0,Total,30461,13236.0,Census Tract 4202,14000US17031420200
339,Census Tract 4203,black,180.24749018549647,180.24749018549647,0.0,0.0,0.0,2022,2022,0,Total,38583,8626.0,Census Tract 4203,14000US17031420300
340,Census Tract 4406,black,804.0739321904903,806.0707386133104,0.0024833617194631847,1.9968064228201001,0.5,2022,2022,0,Total,58631,10294.0,Census Tract 4406,14000US17031440600
341,Census Tract 4408,black,269.5269251059287,272.79828425431623,0.012137411307244522,3.271359148387546,0.11017037904540819,2022,2022,0,Total,35292,20949.0,Census Tract 4408,14000US17031440800
342,Census Tract 4409,black,716.2018102856202,716.2018102856202,0.0,0.0,0.0,2022,2022,0,Total,39730,9626.0,Census Tract 4409,14000US17031440900
343,Census Tract 4503,black,666.3570803520932,666.3570803520932,0.0,0.0,0.0,2022,2022,0,Total,51990,18420.0,Census Tract 4503,14000US17031450300
344,Census Tract 6720,black,888.960309862362,902.293177932931,0.014998271489346193,13.33286807056902,1.0,2022,2022,0,Total,38654,30697.0,Census Tract 6720,14000US17031672000
345,Census Tract 6809,black,367.6739109029302,370.79114597410967,0.008478260161359332,3.1172350711794934,0.1543073456877829,2022,2022,0,Total,22846,14382.0,Census Tract 6809,14000US17031680900
346,Census Tract 2402,white,393.71886731079525,396.4087499457151,0.006831988147513655,2.6898826349198544,0.5,2022,2022,0,Total,166458,24653.0,Census Tract 2402,14000US17031240200
347,Census Tract 2403,white,285.02537077525363,300.23840586530525,0.05337431909542994,15.21303509005162,0.6196242205293011,2022,2022,0,Total,161125,30036.0,Census Tract 2403,14000US17031240300
348,Census Tract 2002,white,815.6706400285959,892.2548880096402,0.09389114211387994,76.58424798104431,5.333333333333333,2022,2022,0,Total,64583,10244.0,Census Tract 2002,14000US17031200200
349,Census Tract 4105,black,464.88756239283924,482.94973231902065,0.03885277083605545,18.06216992618141,0.4048084430068213,2022,2022,0,Total,70833,17999.0,Census Tract 4105,14000US17031410500
350,Census Tract 4106,black,741.7529816624941,746.8595551763966,0.006884466446575137,5.106573513902504,1.0,2022,2022,0,Total,39461,10925.0,Census Tract 4106,14000US17031410600
351,Census Tract 1702,white,814.9141131605072,955.6707781051293,0.17272576664394862,140.75666494462212,7.0,2022,2022,0,Total,105855,20567.0,Census Tract 1702,14000US17031170200
352,Census Tract 1703,white,608.1960268393532,741.1165939166231,0.21854889083709694,132.92056707726988,3.9999999999999996,2022,2022,0,Total,85774,22985.0,Census Tract 1703,14000US17031170300
353,Census Tract 3818,black,499.28126020482836,499.28126020482836,0.0,0.0,0.0,2022,2022,0,Total,46813,36761.0,Census Tract 3818,14000US17031381800
354,Census Tract 3812,black,966.6722197420231,995.6217798485451,0.029947648763763764,28.94956010652197,1.0,2022,2022,0,Total,44757,36303.0,Census Tract 3812,14000US17031381200
355,Census Tract 3814,black,525.859236624693,525.859236624693,0.0,0.0,0.0,2022,2022,0,Total,34300,14528.999999999998,Census Tract 3814,14000US17031381400
356,Census Tract 3901,black,515.5232305903814,515.5232305903814,0.0,0.0,0.0,2022,2022,0,Total,65833,57019.0,Census Tract 3901,14000US17031390100
357,Census Tract 4304,black,913.7252319966958,925.3484702813091,0.012720715021969907,11.623238284613308,0.8571428571428571,2022,2022,0,Total,36917,14133.0,Census Tract 4304,14000US17031430400
358,Census Tract 4305,black,582.2622809293968,586.3791755261793,0.007070515696485195,4.116894596782572,1.0,2022,2022,0,Total,28528,15769.999999999998,Census Tract 4305,14000US17031430500
359,Census Tract 4306,black,703.7826970558879,711.9028367739072,0.011537850748516654,8.120139718019345,0.997745677611337,2022,2022,0,Total,54375,33438.0,Census Tract 4306,14000US17031430600
360,Census Tract 2307,black,825.2446452595984,842.3567550716549,0.02073580229856989,17.112109812056474,1.6875127995433854,2022,2022,0,Total,32576,11592.0,Census Tract 2307,14000US17031230700
361,Census Tract 2309,black,650.9537319845459,678.5899272110964,0.04245493015655161,27.636195226550512,1.1030302312538567,2022,2022,0,Total,70926,14510.0,Census Tract 2309,14000US17031230900
362,Census Tract 1707,white,1385.1200740728952,1507.705114015202,0.0885013813869941,122.58503994230682,6.0,2022,2022,0,Total,82868,10202.0,Census Tract 1707,14000US17031170700
363,Census Tract 1708,white,971.7387273215245,1085.7756576442862,0.11735348928316373,114.03693032276169,4.5,2022,2022,0,Total,64769,19866.0,Census Tract 1708,14000US17031170800
364,Census Tract 2422,white,151.74035610269505,155.92424939305084,0.027572713006711387,4.1838932903557975,0.14535472399072144,2022,2022,0,Total,164025,14073.0,Census Tract 2422,14000US17031242200
365,Census Tract 2104,white,595.6590150377683,672.5753485568645,0.1291281279680107,76.91633351909616,3.620266809698816,2022,2022,0,Total,63077,12301.0,Census Tract 2104,14000US17031210400
366,Census Tract 2203,white,392.52027831684956,412.68545092723895,0.051373581759543374,20.16517261038939,0.7509939362147325,2022,2022,0,Total,100461,17849.0,Census Tract 2203,14000US17031220300
367,Census Tract 2107,white,501.8669246963028,510.99337945536695,0.018185009431707155,9.126454759064131,0.6545844002492058,2022,2022,0,Total,93026,25820.0,Census Tract 2107,14000US17031210700
368,Census Tract 2109,white,394.0282874369997,396.4555086780266,0.006160017740896358,2.4272212410269276,0.3271285293142111,2022,2022,0,Total,109844,23821.0,Census Tract 2109,14000US17031210900
369,Census Tract 4204,black,551.8180804228043,551.8180804228043,0.0,0.0,0.0,2022,2022,0,Total,32938,9588.0,Census Tract 4204,14000US17031420400
370,Census Tract 4205,black,848.4677249874113,892.8797344322621,0.05234378178086827,44.41200944485081,1.0,2022,2022,0,Total,25298,5157.0,Census Tract 4205,14000US17031420500
371,Census Tract 6913,black,1185.9903234561598,1323.5260948218224,0.11596702658151718,137.53577136566264,3.5,2022,2022,0,Total,42708,29093.0,Census Tract 6913,14000US17031691300
372,Census Tract 317,white,604.3920302367462,617.0771748068432,0.020988272405127704,12.685144570097009,0.3416977560976644,2022,2022,0,Total,84766,12411.0,Census Tract 317,14000US17031031700
373,Census Tract 4701,black,632.1626643101648,636.9197219574373,0.007525053148248741,4.757057647272518,0.5409734507968064,2022,2022,0,Total,45855,11900.0,Census Tract 4701,14000US17031470100
374,Census Tract 4801,black,1137.4417598321843,1169.443719421581,0.028135031365577892,32.00195958939662,1.7348281591685002,2022,2022,0,Total,72171,28237.000000000004,Census Tract 4801,14000US17031480100
375,Census Tract 6910,black,928.1247857310346,945.3220073210045,0.01852899723653491,17.1972215899699,1.0,2022,2022,0,Total,78375,32219.0,Census Tract 6910,14000US17031691000
376,Census Tract 2423,white,399.8970834200846,400.07490842080773,0.0004446769133755957,0.17782500072314633,0.047198491763134454,2022,2022,0,Total,104397,19364.0,Census Tract 2423,14000US17031242300
377,Census Tract 4111,black,225.2309906423111,226.12627042336874,0.0039749404755735,0.8952797810576385,0.17531908208513225,2022,2022,0,Total,123750,29376.0,Census Tract 4111,14000US17031411100
378,Census Tract 4604,black,1641.0396482191184,1670.11633321572,0.017718453681576884,29.07668499660167,2.0,2022,2022,0,Total,68475,20361.0,Census Tract 4604,14000US17031460400
379,Census Tract 2414,white,425.6108414706587,437.5119455761947,0.027962408251662053,11.901104105535978,1.2319454149073708,2022,2022,0,Total,178434,32298.0,Census Tract 2414,14000US17031241400
380,Census Tract 2415,white,444.6072127388204,446.2745314430822,0.0037500936927922406,1.6673187042617883,0.26208488034393435,2022,2022,0,Total,173393,34622.0,Census Tract 2415,14000US17031241500
381,Census Tract 2416,white,341.81116306091246,341.81116306091246,0.0,0.0,0.0,2022,2022,0,Total,111458,12208.0,Census Tract 2416,14000US17031241600
382,Census Tract 2420,white,269.57885906766126,271.03317959621074,0.005394787015492449,1.4543205285494878,0.0773625019633732,2022,2022,0,Total,145583,38305.0,Census Tract 2420,14000US17031242000
383,Census Tract 2433,white,343.399359758745,350.79288970602283,0.021530412731322973,7.393529947277841,0.191296874574246,2022,2022,0,Total,128375,42850.0,Census Tract 2433,14000US17031243300
384,Census Tract 4803,black,1102.135287573709,1118.196425242561,0.014572746059342308,16.06113766885187,0.5855367753191458,2022,2022,0,Total,57839,9834.0,Census Tract 4803,14000US17031480300
385,Census Tract 7108,black,409.0520563769635,423.7154841931767,0.035847339201981784,14.663427816213186,0.43610336476857264,2022,2022,0,Total,30461,12831.0,Census Tract 7108,14000US17031710800
386,Census Tract 7113,black,658.3070316140272,714.0366327112331,0.08465594080101027,55.72960109720589,2.0,2022,2022,0,Total,70223,12871.0,Census Tract 7113,14000US17031711300
387,Census Tract 102.02,white,1092.0819806517716,1111.8017174718636,0.018057011441872724,19.719736820092066,1.29104819997518,2022,2022,0,Total,58698,20001.0,Census Tract 102.02,14000US17031010202
388,Census Tract 4804,black,660.9131235621298,670.0205026743347,0.013779994355564804,9.107379112204853,0.2703864841035199,2022,2022,0,Total,83567,15317.0,Census Tract 4804,14000US17031480400
389,Census Tract 4805,black,890.676953239709,892.061249447982,0.0015542068347428565,1.3842962082730992,0.0542894093568546,2022,2022,0,Total,46250,28518.0,Census Tract 4805,14000US17031480500
390,Census Tract 2412,white,529.3435249365763,530.860671163205,0.0028660900816922033,1.5171462266287108,0.15963687813647753,2022,2022,0,Total,131875,36793.0,Census Tract 2412,14000US17031241200
391,Census Tract 6911,black,418.3220840897734,418.3220840897734,0.0,0.0,0.0,2022,2022,0,Total,57542,20006.0,Census Tract 6911,14000US17031691100
392,Census Tract 6912,black,681.872068830841,737.1455160069545,0.081061315901804,55.27344717611345,1.0,2022,2022,0,Total,35551,7231.0,Census Tract 6912,14000US17031691200
393,Census Tract 6914,black,853.0667137130067,854.4905387137748,0.0016690664140097304,1.4238250007680335,1.0,2022,2022,0,Total,38816,18176.0,Census Tract 6914,14000US17031691400
394,Census Tract 512,white,342.41537676236067,354.1104684515603,0.034154691882649045,11.695091689199614,0.96404896559177,2022,2022,0,Total,166771,10490.0,Census Tract 512,14000US17031051200
395,Census Tract 6915,black,622.4067064033122,627.6637228278014,0.008446272140716107,5.257016424489166,0.7720343058344166,2022,2022,0,Total,22363,1974.0,Census Tract 6915,14000US17031691500
396,Census Tract 4107,black,584.2127663884343,587.7186857833452,0.006001100278215982,3.5059193949109613,0.6310494476885267,2022,2022,0,Total,45972,6194.0,Census Tract 4107,14000US17031410700
397,Census Tract 4108,black,449.48270726986055,450.5748851944227,0.002429855268951204,1.0921779245621224,0.1781819218926906,2022,2022,0,Total,58396,7679.0,Census Tract 4108,14000US17031410800
398,Census Tract 4112,black,401.70273235247817,401.70273235247817,0.0,0.0,0.0,2022,2022,0,Total,111058,65382.99999999999,Census Tract 4112,14000US17031411200
399,Census Tract 5306,black,831.5152056449186,831.5152056449186,0.0,0.0,0.0,2022,2022,0,Total,38304,15549.999999999998,Census Tract 5306,14000US17031530600
400,Census Tract 4601,black,1180.2797672953075,1181.707144459731,0.001209354937680891,1.427377164423433,0.22856169557890266,2022,2022,0,Total,47790,6727.0,Census Tract 4601,14000US17031460100
401,Census Tract 4602,black,707.1293528096726,707.1293528096726,0.0,0.0,0.0,2022,2022,0,Total,28487,1792.9999999999998,Census Tract 4602,14000US17031460200
402,Census Tract 4605,black,690.3159576268906,691.6555616668355,0.0019405665263049672,1.339604039944902,0.33297064891757266,2022,2022,0,Total,68207,32945.0,Census Tract 4605,14000US17031460500
403,Census Tract 2413,white,399.0697890083991,419.0764440110884,0.05013322369603947,20.006655002689342,2.0,2022,2022,0,Total,167292,24872.0,Census Tract 2413,14000US17031241300
404,Census Tract 6813,black,212.26213986745663,212.26213986745663,0.0,0.0,0.0,2022,2022,0,Total,17500,7696.0,Census Tract 6813,14000US17031681300
405,Census Tract 6814,black,912.1717814806268,928.3065643965906,0.01768831621799789,16.134782915963797,1.2423970283191186,2022,2022,0,Total,51531,11115.0,Census Tract 6814,14000US17031681400
406,Census Tract 601,white,602.9268171617603,625.8952154424637,0.03809483610104746,22.968398280703468,0.4852337316958059,2022,2022,0,Total,135272,44763.0,Census Tract 601,14000US17031060100
407,Census Tract 6903,black,702.1425872755253,702.1425872755253,0.0,0.0,0.0,2022,2022,0,Total,35319,17787.0,Census Tract 6903,14000US17031690300
408,Census Tract 6904,black,493.52047558391143,493.52047558391143,0.0,0.0,0.0,2022,2022,0,Total,40722,13133.0,Census Tract 6904,14000US17031690400
409,Census Tract 6909,black,608.8638656518804,608.8638656518804,0.0,0.0,0.0,2022,2022,0,Total,41131,11420.0,Census Tract 6909,14000US17031690900
410,Census Tract 602,white,918.9117914575785,959.5402860328927,0.044213704680913145,40.62849457531422,1.6045839673417366,2022,2022,0,Total,89167,28315.0,Census Tract 602,14000US17031060200
411,Census Tract 2421,white,300.85425966418103,300.85425966418103,0.0,0.0,0.0,2022,2022,0,Total,179015,53472.0,Census Tract 2421,14000US17031242100
412,Census Tract 2431,white,386.8953559389285,389.60387187921987,0.0070006421599924885,2.7085159402913632,0.353197265152339,2022,2022,0,Total,114464,46473.0,Census Tract 2431,14000US17031243100
413,Census Tract 2432,white,429.324870458843,429.9044154357749,0.0013498984494248422,0.5795449769319134,1.0309031108651534,2022,2022,0,Total,136094,48097.0,Census Tract 2432,14000US17031243200
414,Census Tract 2434,white,262.9565433517273,263.47447171079955,0.001969634801517257,0.5179283590722434,0.04074043613364323,2022,2022,0,Total,124773,29809.0,Census Tract 2434,14000US17031243400
415,Census Tract 2435,white,188.83897499211932,188.83897499211932,0.0,0.0,0.0,2022,2022,0,Total,160370,16991.0,Census Tract 2435,14000US17031243500
416,Census Tract 2502,white,563.1496551863737,614.3631007921589,0.09094109378232,51.21344560578518,1.666666666666667,2022,2022,0,Total,49327,14680.0,Census Tract 2502,14000US17031250200
417,Census Tract 4910,black,1219.226683928647,1235.6639422793814,0.01348170817404491,16.43725835073451,1.0,2022,2022,0,Total,22438,13735.999999999998,Census Tract 4910,14000US17031491000
418,Census Tract 4911,black,995.2282050080441,1043.3221988232253,0.04832458884622594,48.09399381518119,1.0,2022,2022,0,Total,68155,19285.0,Census Tract 4911,14000US17031491100
419,Census Tract 5101,black,1200.3622580394986,1200.3622580394986,0.0,0.0,0.0,2022,2022,0,Total,56806,41482.0,Census Tract 5101,14000US17031510100
420,Census Tract 5102,black,836.944551418168,836.944551418168,0.0,0.0,0.0,2022,2022,0,Total,55417,30385.0,Census Tract 5102,14000US17031510200
421,Census Tract 7103,black,349.1586513647721,379.1959969049518,0.08602778542869097,30.03734554017973,1.0,2022,2022,0,Total,54444,17043.0,Census Tract 7103,14000US17031710300
422,Census Tract 5202,black,545.6926275068123,545.6926275068123,0.0,0.0,0.0,2022,2022,0,Total,58438,31957.000000000004,Census Tract 5202,14000US17031520200
423,Census Tract 7109,black,639.7459302969198,647.6329775482209,0.012328405508793949,7.887047251301055,0.5885556388442017,2022,2022,0,Total,45663,7408.999999999999,Census Tract 7109,14000US17031710900
424,Census Tract 7110,black,796.1319150391857,812.6729946820758,0.020776807624997548,16.541079642890054,1.0,2022,2022,0,Total,58030,9823.0,Census Tract 7110,14000US17031711000
425,Census Tract 7112,black,944.3275553097563,950.77349304916,0.006825955361738127,6.445937739403689,1.5264602765599755,2022,2022,0,Total,58444,2111.0,Census Tract 7112,14000US17031711200
426,Census Tract 7106,black,729.517523180072,819.9589396544305,0.1239742893085164,90.44141647435856,2.0,2022,2022,0,Total,35865,25162.0,Census Tract 7106,14000US17031710600
427,Census Tract 619.02,white,476.4885028331136,477.76623100708093,0.0026815509007461465,1.2777281739673185,0.22219994930552797,2022,2022,0,Total,86805,18012.0,Census Tract 619.02,14000US17031061902
428,Census Tract 302,white,652.1700584108621,664.8222716843497,0.019400175016187012,12.652213273487632,0.9531736815094876,2022,2022,0,Total,91406,22315.0,Census Tract 302,14000US17031030200
429,Census Tract 303,white,545.6042409452028,548.3168919597119,0.004971829049220217,2.712651014509106,0.12078472383321504,2022,2022,0,Total,64662,27498.0,Census Tract 303,14000US17031030300
430,Census Tract 304,white,598.4158530270709,673.5887416949195,0.12561981486217072,75.17288866784861,1.5207273109198751,2022,2022,0,Total,97143,15493.0,Census Tract 304,14000US17031030400
431,Census Tract 305,white,702.9432930180792,707.1257228492418,0.005949882263198489,4.182429831162608,0.2420637259058786,2022,2022,0,Total,109375,11104.0,Census Tract 305,14000US17031030500
432,Census Tract 308,white,378.31660110525524,414.7946560524912,0.09642203075589328,36.47805494723593,1.1317629783357492,2022,2022,0,Total,96069,7839.999999999999,Census Tract 308,14000US17031030800
433,Census Tract 2424,white,403.8958196990827,409.1164278998306,0.012925630685253068,5.220608200747904,1.8632085800311116,2022,2022,0,Total,103095,8454.0,Census Tract 2424,14000US17031242400
434,Census Tract 2425,white,292.25456884788423,304.43862884196653,0.04168988714911757,12.184059994082304,1.0491575631348025,2022,2022,0,Total,81875,11707.0,Census Tract 2425,14000US17031242500
435,Census Tract 2426,white,377.176847587799,391.8166188932203,0.03881407726653609,14.639771305421334,1.5570267886056421,2022,2022,0,Total,79583,12306.0,Census Tract 2426,14000US17031242600
436,Census Tract 2427,white,410.49230397582767,420.5667253666554,0.024542290545405684,10.074421390827752,0.3334712780160533,2022,2022,0,Total,61964,18863.0,Census Tract 2427,14000US17031242700
437,Census Tract 2428,black,453.8920366926113,479.44166343847826,0.05629009694032123,25.54962674586693,1.0,2022,2022,0,Total,139500,23498.0,Census Tract 2428,14000US17031242800
438,Census Tract 2429,black,511.5244158616266,528.9829026603097,0.03413030982944485,17.45848679868311,1.2295379066043823,2022,2022,0,Total,143750,26788.0,Census Tract 2429,14000US17031242900
439,Census Tract 2430,black,487.05086128105876,492.5520513968674,0.011294898650500712,5.50119011580864,0.36873746517718503,2022,2022,0,Total,113125,32190.0,Census Tract 2430,14000US17031243000
440,Census Tract 2204,white,475.83213117218554,499.97479665872265,0.0507377789454088,24.142665486537112,0.9303561629139664,2022,2022,0,Total,114803,31355.0,Census Tract 2204,14000US17031220400
441,Census Tract 2205,white,539.515757930131,550.4868033618776,0.020334986087964014,10.971045431746575,1.2196421829574557,2022,2022,0,Total,94867,20315.0,Census Tract 2205,14000US17031220500
442,Census Tract 318,white,282.74741140426727,290.9595586328859,0.029044111094891814,8.212147228618619,0.5890054961405512,2022,2022,0,Total,80873,5684.0,Census Tract 318,14000US17031031800
443,Census Tract 2210,white,508.90588497855487,525.4715546834236,0.03255153888732654,16.565669704868753,0.6231592224939821,2022,2022,0,Total,82102,12989.0,Census Tract 2210,14000US17031221000
444,Census Tract 319,white,620.9298224457792,623.4919911724944,0.004126341873262045,2.5621687267151856,0.22004852747451834,2022,2022,0,Total,93864,21141.0,Census Tract 319,14000US17031031900
445,Census Tract 5205,black,889.9134371874975,894.5112815503296,0.005166619775248311,4.59784436283212,0.3111469346832203,2022,2022,0,Total,87381,27714.0,Census Tract 5205,14000US17031520500
446,Census Tract 7205,white,1010.344500888318,1043.4816601898706,0.03279788158634771,33.13715930155263,1.0,2022,2022,0,Total,110625,17720.0,Census Tract 7205,14000US17031720500
447,Census Tract 3501,white,451.5475903727879,451.5475903727879,0.0,0.0,0.0,2022,2022,0,Total,61620,5495.0,Census Tract 3501,14000US17031350100
448,Census Tract 3511,black,502.8774274952155,503.49526187346714,0.0012285983511509308,0.6178343782516436,0.05197964899735084,2022,2022,0,Total,18220,12036.0,Census Tract 3511,14000US17031351100
449,Census Tract 2512,black,582.3723391299299,609.8020061145016,0.047099879478396896,27.42966698457178,1.2276306986127998,2022,2022,0,Total,46483,12726.0,Census Tract 2512,14000US17031251200
450,Census Tract 309,white,1104.356055685934,1157.2103433889315,0.047859825126932244,52.85428770299745,2.0,2022,2022,0,Total,102309,14716.0,Census Tract 309,14000US17031030900
451,Census Tract 2506,black,624.6423608423542,655.2695947147918,0.04903163120595218,30.627233872437614,2.0,2022,2022,0,Total,65486,28987.0,Census Tract 2506,14000US17031250600
452,Census Tract 321,white,504.5791588063636,508.71927265624174,0.008205082944115346,4.140113849878162,0.39373097466353346,2022,2022,0,Total,69313,12811.0,Census Tract 321,14000US17031032100
453,Census Tract 4905,black,493.9882575433121,495.4316095123751,0.0029218345720220342,1.4433519690629737,0.6574754501175811,2022,2022,0,Total,67135,17431.0,Census Tract 4905,14000US17031490500
454,Census Tract 4906,black,1221.7053892576832,1223.217690511176,0.0012378608351819058,1.5123012534927511,0.9215796658768295,2022,2022,0,Total,63947,18994.0,Census Tract 4906,14000US17031490600
455,Census Tract 4907,black,1304.6714111772844,1325.8279728342063,0.016216007705596187,21.156561656921895,2.0,2022,2022,0,Total,44792,12521.0,Census Tract 4907,14000US17031490700
456,Census Tract 4908,black,724.2150576191174,751.1777267831736,0.03723019685988991,26.96266916405625,0.9271048497876219,2022,2022,0,Total,51591,13103.0,Census Tract 4908,14000US17031490800
457,Census Tract 7002,black,1315.1264361967953,1475.7205191980092,0.12211303687699776,160.5940830012139,4.0,2022,2022,0,Total,80096,24528.0,Census Tract 7002,14000US17031700200
458,Census Tract 7102,black,369.0905281744465,374.3708996667767,0.014306439990338966,5.280371492330232,0.15607826558352805,2022,2022,0,Total,28091,10020.0,Census Tract 7102,14000US17031710200
459,Census Tract 7104,black,827.5237343610384,830.6113617069183,0.00373116469978229,3.0876273458799233,0.5,2022,2022,0,Total,44858,19493.0,Census Tract 7104,14000US17031710400
460,Census Tract 7105,black,1157.685918916483,1254.5217984943074,0.08364607187107917,96.83587957782447,2.0,2022,2022,0,Total,39943,6329.0,Census Tract 7105,14000US17031710500
461,Census Tract 7107,black,454.3367403393842,485.315653562555,0.06818491764507066,30.978913223170764,0.740544489427374,2022,2022,0,Total,31473,13520.0,Census Tract 7107,14000US17031710700
462,Census Tract 2510,black,462.5351040403564,548.2391054648037,0.18529188525541548,85.70400142444737,3.333333333333333,2022,2022,0,Total,31690,5176.0,Census Tract 2510,14000US17031251000
463,Census Tract 2804,black,267.57544394643617,267.57544394643617,0.0,0.0,0.0,2022,2022,0,Total,44414,37664.0,Census Tract 2804,14000US17031280400
464,Census Tract 5808,white,341.81416751308217,341.81416751308217,0.0,0.0,0.0,2022,2022,0,Total,63333,15005.0,Census Tract 5808,14000US17031580800
465,Census Tract 3510,white,296.36736586447387,300.6666012590695,0.014506439945083754,4.299235394595655,0.4681386693866232,2022,2022,0,Total,54688,9413.0,Census Tract 3510,14000US17031351000
466,Census Tract 3602,black,372.86853776424374,372.86853776424374,0.0,0.0,0.0,2022,2022,0,Total,26638,4712.0,Census Tract 3602,14000US17031360200
467,Census Tract 2315,black,574.6575230326023,576.450324369483,0.003119773543413692,1.792801336880757,0.8775825495453832,2022,2022,0,Total,37237,18420.0,Census Tract 2315,14000US17031231500
468,Census Tract 2511,black,158.0750436967686,158.0750436967686,0.0,0.0,0.0,2022,2022,0,Total,38350,7565.0,Census Tract 2511,14000US17031251100
469,Census Tract 5502,white,1089.8416338688337,1092.0369279574645,0.002014323935155361,2.195294088630817,1.0,2022,2022,0,Total,70197,9851.0,Census Tract 5502,14000US17031550200
470,Census Tract 5608,white,951.4599448133832,1094.2379801777088,0.15006205583602328,142.77803536432555,3.0,2022,2022,0,Total,103098,19889.0,Census Tract 5608,14000US17031560800
471,Census Tract 5609,white,1211.6775830464253,1354.455618410751,0.11783500607921632,142.77803536432566,3.0,2022,2022,0,Total,117188,18249.0,Census Tract 5609,14000US17031560900
472,Census Tract 5003,black,1274.9158398860764,1274.9158398860764,0.0,0.0,0.0,2022,2022,0,Total,48469,5954.0,Census Tract 5003,14000US17031500300
473,Census Tract 5610,white,707.7748629137947,743.5218320784262,0.05050612989767261,35.74696916463154,0.7511022771832465,2022,2022,0,Total,106375,34656.0,Census Tract 5610,14000US17031561000
474,Census Tract 5611,white,1230.631092382905,1335.4071274463308,0.08514008439405266,104.77603506342575,3.333333333333333,2022,2022,0,Total,95926,20334.0,Census Tract 5611,14000US17031561100
