Unnamed: 0,majority,shortest_path,shortest_restricted_path,relative_increase,absolute_increase,n_cameras,flow_weight,income
Census Tract 3405,white,317.1799384629575,320.2624142461307,0.0097183819320689,3.082475783173152,0.1039077006986868,1672.6866,57720.0
Census Tract 3301,white,486.2612785357316,493.2069570272584,0.0142838403922313,6.945678491526735,0.4269794226743311,18245.1406,
Census Tract 3403,white,465.12919725240727,465.12919725240727,0.0,0.0,0.0,168.5766,47519.0
Census Tract 3504,white,342.473824567726,342.473824567726,0.0,0.0,0.0,2210.0001,22292.0
Census Tract 7505,black,633.2290711300635,636.4124954503429,0.0050272870678509,3.183424320279414,0.3756917965849063,609.7168,52880.0
Census Tract 7504,white,1177.5065296331456,1177.5065296331456,0.0,0.0,0.0,1052.9743,104009.0
Census Tract 7502,black,1251.2403102630378,1251.2403102630378,0.0,0.0,0.0,1035.2622,75250.0
Census Tract 4302,black,855.1941104075083,855.1941104075083,0.0,0.0,0.0,4017.7654,33183.0
Census Tract 6608,white,528.3951841455911,553.5008878820411,0.0475131198953783,25.105703736449986,1.7521241428001295,8541.7108,41099.0
Census Tract 6609,white,1151.7662400051458,1190.1468227061662,0.0333232398796902,38.38058270102033,4.332719347130273,342.733,41032.0
Census Tract 6703,black,542.1124012228092,577.8042254297386,0.0658384204574946,35.69182420692937,0.5906615226512488,628.8991,30179.0
Census Tract 2226,white,737.7876967690926,752.6545307926543,0.0201505583363159,14.86683402356175,1.4559807779139011,2536.7486,90313.0
Census Tract 1704,white,993.0352219104263,1153.6566105665524,0.1617479270746495,160.6213886561261,5.5,1306.18,103016.0
Census Tract 3902,black,269.3704983744178,269.3704983744178,0.0,0.0,0.0,114.0339,104441.0
Census Tract 1710,white,117.13165183349209,117.13165183349209,0.0,0.0,0.0,73.6722,81950.0
Census Tract 1801,white,903.0731777387476,983.5118861047324,0.0890721929837396,80.43870836598478,4.859952772201045,825.4037000000001,83920.0
Census Tract 3903,black,636.3845777182862,636.3845777182862,0.0,0.0,0.0,114.0339,19475.0
Census Tract 4003,black,689.573894835489,689.573894835489,0.0,0.0,0.0,1296.9237,84293.0
