,race,distance,restricted_distance,rdiff,adiff,n_cameras
Census Tract 2408,white,1326.3000000000002,1351.7,1.9151021639146393,25.399999999999864,2
Census Tract 2409,white,1227.7,1247.6,1.6209171621731582,19.899999999999864,2
Census Tract 2411,white,1282.8,1315.4,2.5413158715310367,32.600000000000136,2
Census Tract 1903,white,1630.5,1754.0,7.5743636921189825,123.5,6
Census Tract 1908,white,1520.5,1704.8000000000002,12.12101282472872,184.30000000000018,7
Census Tract 1909,white,1506.9,1676.0,11.221713451456626,169.0999999999999,7
Census Tract 1911,white,1460.2,1612.9,10.457471579235724,152.70000000000005,6
Census Tract 1912,white,1500.9,1627.8000000000002,8.454927043773742,126.90000000000009,5
Census Tract 801,white,1263.5,1280.3,1.3296398891966723,16.799999999999955,2
Census Tract 804,white,1203.6,1219.6999999999998,1.337653705550009,16.09999999999991,2
Census Tract 810,white,1156.9,1173.6999999999998,1.4521566254645801,16.799999999999727,2
Census Tract 1506,white,1693.6,1782.3000000000002,5.237364194615038,88.70000000000027,4
Census Tract 3016,white,727.2,739.1,1.636413641364133,11.899999999999977,1
Census Tract 205,white,1972.8,2038.3000000000002,3.3201540957015525,65.50000000000023,7
Census Tract 7503,white,1635.1999999999998,1777.1,8.677837573385524,141.9000000000001,3
Census Tract 6408,white,267.79999999999995,267.79999999999995,0.0,0.0,0
Census Tract 7501,black,1545.5000000000002,1660.1000000000001,7.415076027175664,114.59999999999991,3
Census Tract 7402,white,1784.3000000000002,1926.1999999999998,7.952698537241474,141.89999999999964,3
Census Tract 6504,white,520.9000000000001,520.9000000000001,0.0,0.0,0
Census Tract 6505,white,726.8000000000001,726.8000000000001,0.0,0.0,0
Census Tract 6606,white,565.2,678.1,19.975230007077137,112.89999999999998,2
Census Tract 2211,white,1412.1,1452.1,2.832660576446427,40.0,2
Census Tract 2213,white,1347.3,1381.2,2.516143397906932,33.90000000000009,2
Census Tract 2215,white,1301.0,1319.3000000000002,1.406610299769422,18.300000000000182,2
Census Tract 201,white,2053.4,2169.0,5.629687347813378,115.59999999999991,8
Census Tract 2216,white,1237.1,1249.0,0.9619270875434558,11.900000000000091,1
Census Tract 1608,white,1429.5,1441.4,0.8324589017138923,11.900000000000091,1
Census Tract 1609,white,1473.1,1485.0,0.8078202430249197,11.900000000000091,1
Census Tract 2228,white,1355.4,1420.3000000000002,4.788254389848022,64.90000000000009,6
Census Tract 1611,white,1506.6,1518.5,0.7898579583167458,11.900000000000091,1
Census Tract 1612,white,1536.9,1548.8000000000002,0.7742859001886974,11.900000000000091,1
Census Tract 1613,white,1466.9,1478.8000000000002,0.8112345763174102,11.900000000000091,1
