,Unnamed: 0.1,Unnamed: 0,sampno,locno,perno,loctype,state,country,state_fips,county_fips,tract_fips,out_region,home,latitude,longitude,tract
12246,12246,45051,70026080,10002,1,2,IL,USA,17,31,833900,0,0,41.731032,-87.547423,Census Tract 8339
12257,12257,45093,70026086,10000,-1,1,IL,USA,17,31,60900,0,1,41.951517,-87.641778,Census Tract 609
12258,12258,45094,70026086,10002,1,2,IL,USA,17,31,842000,0,0,41.83496,-87.62517,Census Tract 8420
12259,12259,45095,70026086,10003,1,3,IL,USA,17,31,842000,0,0,41.83496,-87.62517,Census Tract 8420
12260,12260,45096,70026086,20002,2,2,IL,USA,17,31,842200,0,0,41.904728,-87.64922,Census Tract 8422
12261,12261,45115,70026088,10000,-1,1,IL,USA,17,31,832900,0,1,41.874181,-87.661901,Census Tract 8329
12262,12262,45116,70026088,10002,1,2,IL,USA,17,31,730400,0,0,41.717841,-87.652648,Census Tract 7304
12263,12263,45117,70026088,20002,2,2,IL,USA,17,31,252201,0,0,41.876696,-87.752105,Census Tract 2522.01
12278,12278,45176,70026110,10000,-1,1,IL,USA,17,31,31800,0,1,41.967011,-87.670621,Census Tract 318
12279,12279,45177,70026110,10002,1,2,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
12290,12290,45211,70026124,10000,-1,1,IL,USA,17,31,81700,0,1,41.892218,-87.631832,Census Tract 817
12291,12291,45212,70026124,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
12294,12294,45242,70026132,10000,-1,1,IL,USA,17,31,140800,0,1,41.964514,-87.702847,Census Tract 1408
12295,12295,45243,70026132,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12296,12296,45244,70026132,20002,2,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
12297,12297,45248,70026134,10000,-1,1,IL,USA,17,31,691400,0,1,41.754846,-87.610168,Census Tract 6914
12298,12298,45249,70026134,10002,1,2,IL,USA,17,31,839900,0,0,41.827346,-87.648454,Census Tract 8399
12313,12313,45281,70026150,10000,-1,1,IL,USA,17,31,600600,0,1,41.842469,-87.655751,Census Tract 6006
12314,12314,45282,70026150,20002,2,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
12319,12319,45300,70026166,10000,-1,1,IL,USA,17,31,70300,0,1,41.929046,-87.65131,Census Tract 703
12320,12320,45301,70026166,10002,1,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
12321,12321,45302,70026166,20002,2,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
12322,12322,45303,70026166,30002,3,2,IL,USA,17,31,61100,0,0,41.94914,-87.656804,Census Tract 611
12323,12323,45305,70026172,10000,-1,1,IL,USA,17,31,160900,0,1,41.950082,-87.722608,Census Tract 1609
12324,12324,45306,70026172,10002,1,2,IL,USA,17,31,841000,0,0,41.847544,-87.610198,Census Tract 8410
12325,12325,45319,70026181,10000,-1,1,IL,USA,17,31,271500,0,1,41.871786,-87.713156,Census Tract 2715
12326,12326,45320,70026181,10002,1,2,IL,USA,17,31,833100,0,0,41.879078,-87.657046,Census Tract 8331
12327,12327,45321,70026181,20002,2,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
12328,12328,45340,70026185,10000,-1,1,IL,USA,17,31,251600,0,1,41.891406,-87.751804,Census Tract 2516
12329,12329,45341,70026185,10003,1,3,IL,USA,17,31,842100,0,0,41.895279,-87.73361,Census Tract 8421
12330,12330,45348,70026196,10000,-1,1,IL,USA,17,31,250600,0,1,41.905694,-87.77063,Census Tract 2506
12331,12331,45349,70026196,10002,1,2,IL,USA,17,31,843000,0,0,41.867936,-87.722749,Census Tract 8430
12336,12336,45359,70026208,10000,-1,1,IL,USA,17,31,283800,0,1,41.863417,-87.653755,Census Tract 2838
12337,12337,45360,70026208,10002,1,2,IL,USA,17,31,980000,0,0,41.979419,-87.902438,Census Tract 9800
12338,12338,45361,70026208,30003,3,3,IL,USA,17,31,283800,0,0,41.863417,-87.653755,Census Tract 2838
12339,12339,45362,70026208,40003,4,3,IL,USA,17,31,842900,0,0,41.863139,-87.672937,Census Tract 8429
12340,12340,45363,70026208,50003,5,3,IL,USA,17,31,842900,0,0,41.863139,-87.672937,Census Tract 8429
12341,12341,45364,70026208,60002,6,2,IL,USA,17,31,283800,0,0,41.863417,-87.653755,Census Tract 2838
12342,12342,45368,70026214,10000,-1,1,IL,USA,17,31,221400,0,1,41.920801,-87.694532,Census Tract 2214
12343,12343,45369,70026214,20002,2,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
12344,12344,45374,70026215,10000,-1,1,IL,USA,17,31,510300,0,1,41.715738,-87.574974,Census Tract 5103
12345,12345,45375,70026215,10002,1,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
12346,12346,45378,70026218,10000,-1,1,IL,USA,17,31,50500,0,1,41.950447,-87.683507,Census Tract 505
12347,12347,45379,70026218,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12348,12348,45380,70026218,30003,3,3,IL,USA,17,31,50800,0,0,41.945009,-87.680928,Census Tract 508
12349,12349,45381,70026218,40003,4,3,IL,USA,17,31,50500,0,0,41.950447,-87.683507,Census Tract 505
12362,12362,45473,70026266,10000,-1,1,IL,USA,17,31,330100,0,1,41.859295,-87.615523,Census Tract 3301
12363,12363,45474,70026266,10002,1,2,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
12374,12374,45634,70026275,10000,-1,1,IL,USA,17,31,50200,0,1,41.95774,-87.683717,Census Tract 502
12375,12375,45635,70026275,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
12376,12376,45649,70026286,10000,-1,1,IL,USA,17,31,840700,0,1,41.85293,-87.694267,Census Tract 8407
12377,12377,45650,70026286,20002,2,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
12378,12378,45651,70026286,20003,2,3,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
12379,12379,45652,70026286,50002,5,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12380,12380,45653,70026286,70002,7,2,IL,USA,17,31,842200,0,0,41.904728,-87.64922,Census Tract 8422
12381,12381,45654,70026286,80003,8,3,IL,USA,17,31,840700,0,0,41.85293,-87.694267,Census Tract 8407
12382,12382,45655,70026286,90003,9,3,IL,USA,17,31,840700,0,0,41.85293,-87.694267,Census Tract 8407
12383,12383,45656,70026286,110002,11,2,IL,USA,17,31,243100,0,0,41.892355,-87.674507,Census Tract 2431
12384,12384,45657,70026286,120003,12,3,IL,USA,17,31,840700,0,0,41.85293,-87.694267,Census Tract 8407
12387,12387,45664,70026295,10000,-1,1,IL,USA,17,31,300800,0,1,41.848111,-87.707582,Census Tract 3008
12388,12388,45665,70026295,10002,1,2,IL,USA,17,31,310900,0,0,41.855772,-87.674674,Census Tract 3109
12389,12389,45668,70026300,10000,-1,1,IL,USA,17,31,50200,0,1,41.95774,-87.683717,Census Tract 502
12390,12390,45669,70026300,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
12396,12396,45681,70026302,10000,-1,1,IL,USA,17,31,60400,0,1,41.950673,-87.666536,Census Tract 604
12397,12397,45682,70026302,30003,3,3,IL,USA,17,31,831900,0,0,41.945169,-87.668791,Census Tract 8319
12398,12398,45694,70026310,10000,-1,1,IL,USA,17,31,241100,0,1,41.90664,-87.68958,Census Tract 2411
12399,12399,45695,70026310,10002,1,2,IL,USA,17,31,240500,0,0,41.911968,-87.683627,Census Tract 2405
12400,12400,45696,70026310,20002,2,2,IL,USA,17,31,832600,0,0,41.914754,-87.654465,Census Tract 8326
12401,12401,45697,70026310,30002,3,2,IL,USA,17,31,100100,0,0,41.989584,-87.783014,Census Tract 1001
12402,12402,45698,70026310,40002,4,2,IL,USA,17,31,100100,0,0,41.989584,-87.783014,Census Tract 1001
12403,12403,45699,70026310,50002,5,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
12406,12406,45710,70026314,10000,-1,1,IL,USA,17,31,50300,0,1,41.957885,-87.690444,Census Tract 503
12407,12407,45711,70026314,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12408,12408,45712,70026314,20002,2,2,IL,USA,17,31,81700,0,0,41.892218,-87.631832,Census Tract 817
12409,12409,45713,70026314,30003,3,3,IL,USA,17,31,833000,0,0,41.885286,-87.657249,Census Tract 8330
12410,12410,45716,70026320,10000,-1,1,IL,USA,17,31,660600,0,1,41.777287,-87.693341,Census Tract 6606
12411,12411,45717,70026320,10002,1,2,IL,USA,17,31,660301,0,0,41.779954,-87.698287,Census Tract 6603.01
12412,12412,45718,70026320,30003,3,3,IL,USA,17,31,660500,0,0,41.775243,-87.707943,Census Tract 6605
12413,12413,45719,70026320,40003,4,3,IL,USA,17,31,660500,0,0,41.775243,-87.707943,Census Tract 6605
12414,12414,45720,70026320,50003,5,3,IL,USA,17,31,660500,0,0,41.775243,-87.707943,Census Tract 6605
12415,12415,45721,70026320,60003,6,3,IL,USA,17,31,620100,0,0,41.798018,-87.718026,Census Tract 6201
12419,12419,45729,70026326,10000,-1,1,IL,USA,17,31,231500,0,1,41.891736,-87.718652,Census Tract 2315
12420,12420,45730,70026326,10002,1,2,IL,USA,17,31,842900,0,0,41.863139,-87.672937,Census Tract 8429
12421,12421,45731,70026326,20003,2,3,IL,USA,17,31,190602,0,0,41.92756,-87.770737,Census Tract 1906.02
12422,12422,45732,70026326,30003,3,3,IL,USA,17,31,190602,0,0,41.92756,-87.770737,Census Tract 1906.02
12423,12423,45733,70026326,40003,4,3,IL,USA,17,31,190602,0,0,41.92756,-87.770737,Census Tract 1906.02
12426,12426,45748,70026357,10000,-1,1,IL,USA,17,31,63000,0,1,41.93631,-87.651562,Census Tract 630
12427,12427,45749,70026357,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12428,12428,45750,70026357,20002,2,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
12432,12432,45763,70026378,10000,-1,1,IL,USA,17,31,410200,0,1,41.801671,-87.594265,Census Tract 4102
12433,12433,45764,70026378,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
12442,12442,45778,70026389,10000,-1,1,IL,USA,17,31,242600,0,1,41.90056,-87.694197,Census Tract 2426
12443,12443,45779,70026389,10002,1,2,IL,USA,17,31,841400,0,0,41.853339,-87.714393,Census Tract 8414
12444,12444,45780,70026389,20002,2,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
12462,12462,45859,70026431,10000,-1,1,IL,USA,17,31,240800,0,1,41.912074,-87.69948,Census Tract 2408
12463,12463,45860,70026431,10002,1,2,IL,USA,17,31,836800,0,0,41.88509,-87.714967,Census Tract 8368
12464,12464,45861,70026431,20002,2,2,IL,USA,17,31,590500,0,0,41.824898,-87.68046,Census Tract 5905
12465,12465,45864,70026436,10000,-1,1,IL,USA,17,31,221100,0,1,41.92102,-87.710361,Census Tract 2211
12466,12466,45865,70026436,10002,1,2,IL,USA,17,31,243000,0,0,41.892275,-87.679398,Census Tract 2430
12467,12467,45866,70026436,10003,1,3,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
12468,12468,45870,70026473,10000,-1,1,IL,USA,17,31,63302,0,1,41.934765,-87.639854,Census Tract 633.02
12469,12469,45871,70026473,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12470,12470,45887,70026498,10000,-1,1,IL,USA,17,31,30200,0,1,41.994441,-87.66523,Census Tract 302
12471,12471,45888,70026498,10003,1,3,IL,USA,17,31,31700,0,0,41.965447,-87.663195,Census Tract 317
12472,12472,45889,70026498,20002,2,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
12473,12473,45890,70026498,40003,4,3,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
12474,12474,45897,70026499,10000,-1,1,IL,USA,17,31,841300,0,1,41.843977,-87.684202,Census Tract 8413
12475,12475,45898,70026499,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12479,12479,45905,70026505,10000,-1,1,IL,USA,17,31,640500,0,1,41.775682,-87.790988,Census Tract 6405
12480,12480,45906,70026505,10002,1,2,IL,USA,17,31,841100,0,0,41.851644,-87.635661,Census Tract 8411
12481,12481,45907,70026505,30003,3,3,IL,USA,17,31,570400,0,0,41.804992,-87.71913,Census Tract 5704
12482,12482,45908,70026505,40002,4,2,IL,USA,17,31,843500,0,0,41.840983,-87.697566,Census Tract 8435
12483,12483,45909,70026505,50003,5,3,IL,USA,17,31,640400,0,0,41.781178,-87.791247,Census Tract 6404
12484,12484,45915,70026513,10000,-1,1,IL,USA,17,31,160300,0,1,41.957268,-87.730896,Census Tract 1603
12485,12485,45916,70026513,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
12486,12486,45917,70026513,20002,2,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
12487,12487,45924,70026515,10000,-1,1,IL,USA,17,31,81403,0,1,41.892991,-87.620956,Census Tract 814.03
12488,12488,45925,70026515,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
12489,12489,45926,70026515,20002,2,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
12490,12490,45929,70026533,10000,-1,1,IL,USA,17,31,81700,0,1,41.892218,-87.631832,Census Tract 817
12491,12491,45930,70026533,10003,1,3,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
12492,12492,45931,70026533,20002,2,2,IL,USA,17,31,80201,0,0,41.909498,-87.631005,Census Tract 802.01
12493,12493,45932,70026533,20003,2,3,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
12494,12494,45933,70026533,30003,3,3,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
12495,12495,45935,70026538,10000,-1,1,IL,USA,17,31,240700,0,1,41.912088,-87.694599,Census Tract 2407
12496,12496,45936,70026538,10003,1,3,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
12499,12499,45942,70026550,10000,-1,1,IL,USA,17,31,230900,0,1,41.906692,-87.71035,Census Tract 2309
12500,12500,45943,70026550,10002,1,2,IL,USA,17,31,81000,0,0,41.900266,-87.632109,Census Tract 810
12505,12505,45968,70026554,10000,-1,1,IL,USA,17,31,241000,0,1,41.907969,-87.694534,Census Tract 2410
12506,12506,45969,70026554,10002,1,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
12516,12516,45994,70026571,10000,-1,1,IL,USA,17,31,830700,0,1,41.958304,-87.660765,Census Tract 8307
12517,12517,45995,70026571,10002,1,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
12518,12518,45996,70026571,20002,2,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
12519,12519,46011,70026584,10000,-1,1,IL,USA,17,31,50200,0,1,41.95774,-87.683717,Census Tract 502
12520,12520,46012,70026584,10002,1,2,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
12521,12521,46017,70026585,10000,-1,1,IL,USA,17,31,60100,0,1,41.957531,-87.666611,Census Tract 601
12522,12522,46018,70026585,10002,1,2,IL,USA,17,31,62400,0,0,41.941556,-87.666288,Census Tract 624
12523,12523,46019,70026585,20002,2,2,IL,USA,17,31,832600,0,0,41.914754,-87.654465,Census Tract 8326
12527,12527,46037,70026593,10000,-1,1,IL,USA,17,31,71700,0,1,41.912867,-87.641072,Census Tract 717
12528,12528,46038,70026593,10002,1,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
12529,12529,46042,70026595,10000,-1,1,IL,USA,17,31,80300,0,1,41.90749,-87.635799,Census Tract 803
12530,12530,46043,70026595,10002,1,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
12531,12531,46044,70026596,10000,-1,1,IL,USA,17,31,243400,0,1,41.892558,-87.659848,Census Tract 2434
12532,12532,46045,70026596,10002,1,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
12533,12533,46063,70026597,10000,-1,1,IL,USA,17,31,50500,0,1,41.950447,-87.683507,Census Tract 505
12534,12534,46064,70026597,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
12542,12542,46079,70026604,10000,-1,1,IL,USA,17,31,838300,0,1,41.901566,-87.638404,Census Tract 8383
12543,12543,46080,70026604,10002,1,2,IL,USA,17,31,81300,0,0,41.898335,-87.620753,Census Tract 813
12544,12544,46084,70026605,10000,-1,1,IL,USA,17,31,10400,0,1,42.006411,-87.658816,Census Tract 104
12545,12545,46085,70026605,10002,1,2,IL,USA,17,31,70300,0,0,41.929046,-87.65131,Census Tract 703
12546,12546,46086,70026605,20002,2,2,IL,USA,17,31,830700,0,0,41.958304,-87.660765,Census Tract 8307
12547,12547,46087,70026605,30002,3,2,IL,USA,17,31,830700,0,0,41.958304,-87.660765,Census Tract 8307
12548,12548,46088,70026610,10000,-1,1,IL,USA,17,31,31300,0,1,41.973765,-87.64653,Census Tract 313
12549,12549,46089,70026610,10002,1,2,IL,USA,17,31,71500,0,0,41.914242,-87.625092,Census Tract 715
12550,12550,46093,70026614,10000,-1,1,IL,USA,17,31,40800,0,1,41.963974,-87.691821,Census Tract 408
12551,12551,46094,70026614,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12552,12552,46095,70026614,20002,2,2,IL,USA,17,31,81000,0,0,41.900266,-87.632109,Census Tract 810
12567,12567,46117,70026637,10000,-1,1,IL,USA,17,31,51300,0,1,41.935996,-87.67584,Census Tract 513
12568,12568,46118,70026637,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12579,12579,46150,70026695,10000,-1,1,IL,USA,17,31,70200,0,1,41.929078,-87.646293,Census Tract 702
12580,12580,46151,70026695,10002,1,2,IL,USA,17,31,71300,0,0,41.921779,-87.641458,Census Tract 713
12581,12581,46152,70026695,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12587,12587,46167,70026734,10000,-1,1,IL,USA,17,31,80202,0,1,41.905859,-87.630901,Census Tract 802.02
12588,12588,46168,70026734,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
12589,12589,46169,70026734,10003,1,3,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
12622,12622,46265,70026772,10000,-1,1,IL,USA,17,31,70700,0,1,41.930652,-87.674104,Census Tract 707
12623,12623,46266,70026772,20002,2,2,IL,USA,17,31,70700,0,0,41.930652,-87.674104,Census Tract 707
12624,12624,46267,70026772,30002,3,2,IL,USA,17,31,80300,0,0,41.90749,-87.635799,Census Tract 803
12657,12657,46346,70026816,10000,-1,1,IL,USA,17,31,290900,0,1,41.86241,-87.732457,Census Tract 2909
12658,12658,46347,70026816,10002,1,2,IL,USA,17,31,290900,0,0,41.86241,-87.732457,Census Tract 2909
12659,12659,46383,70026826,10000,-1,1,IL,USA,17,31,251500,0,1,41.891104,-87.760354,Census Tract 2515
12660,12660,46384,70026826,10002,1,2,IL,USA,17,31,836700,0,0,41.891704,-87.702175,Census Tract 8367
12661,12661,46385,70026826,30003,3,3,IL,USA,17,31,251500,0,0,41.891104,-87.760354,Census Tract 2515
12662,12662,46386,70026826,40003,4,3,IL,USA,17,31,251500,0,0,41.891104,-87.760354,Census Tract 2515
12663,12663,46405,70026828,10000,-1,1,IL,USA,17,31,680900,0,1,41.77643,-87.63763,Census Tract 6809
12664,12664,46406,70026828,20002,2,2,IL,USA,17,31,842400,0,0,41.742475,-87.63004,Census Tract 8424
12665,12665,46424,70026836,10000,-1,1,IL,USA,17,31,430102,0,1,41.768953,-87.563814,Census Tract 4301.02
12666,12666,46425,70026836,10002,1,2,IL,USA,17,31,842200,0,0,41.904728,-87.64922,Census Tract 8422
12667,12667,46426,70026839,10000,-1,1,IL,USA,17,31,400800,0,1,41.782863,-87.620558,Census Tract 4008
12668,12668,46427,70026839,10002,1,2,IL,USA,17,31,836700,0,0,41.891704,-87.702175,Census Tract 8367
12689,12689,46463,70026861,10000,-1,1,IL,USA,17,31,10503,0,1,42.000321,-87.663126,Census Tract 105.03
12690,12690,46464,70026861,10002,1,2,IL,USA,17,31,30104,0,0,41.997277,-87.655986,Census Tract 301.04
12691,12691,46465,70026861,10003,1,3,IL,USA,17,31,30104,0,0,41.997277,-87.655986,Census Tract 301.04
12692,12692,46467,70026864,10000,-1,1,IL,USA,17,31,330100,0,1,41.859295,-87.615523,Census Tract 3301
12693,12693,46468,70026864,10002,1,2,IL,USA,17,31,620200,0,0,41.795522,-87.729234,Census Tract 6202
12698,12698,46478,70026880,10000,-1,1,IL,USA,17,31,10300,0,1,42.015941,-87.666535,Census Tract 103
12699,12699,46479,70026880,10002,1,2,IL,USA,17,31,63100,0,0,41.938232,-87.64678,Census Tract 631
12700,12700,46480,70026880,20003,2,3,IL,USA,17,31,31700,0,0,41.965447,-87.663195,Census Tract 317
12727,12727,46535,70026916,10000,-1,1,IL,USA,17,31,832500,0,1,41.92223,-87.664796,Census Tract 8325
12728,12728,46536,70026916,10002,1,2,IL,USA,17,31,81700,0,0,41.892218,-87.631832,Census Tract 817
12729,12729,46537,70026916,20003,2,3,IL,USA,17,31,71000,0,0,41.921701,-87.655911,Census Tract 710
12730,12730,46538,70026916,30003,3,3,IL,USA,17,31,70400,0,0,41.928967,-87.656156,Census Tract 704
12731,12731,46539,70026916,40003,4,3,IL,USA,17,31,70400,0,0,41.928967,-87.656156,Census Tract 704
12745,12745,46598,70026927,10000,-1,1,IL,USA,17,31,610800,0,1,41.812708,-87.638408,Census Tract 6108
12746,12746,46599,70026927,10002,1,2,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
12751,12751,46618,70026934,10000,-1,1,IL,USA,17,31,843400,0,1,41.849327,-87.732022,Census Tract 8434
12752,12752,46619,70026934,10002,1,2,IL,USA,17,31,842900,0,0,41.863139,-87.672937,Census Tract 8429
12753,12753,46620,70026934,20002,2,2,IL,USA,17,31,842900,0,0,41.863139,-87.672937,Census Tract 8429
12759,12759,46629,70026937,10000,-1,1,IL,USA,17,31,30101,0,1,41.991054,-87.654879,Census Tract 301.01
12760,12760,46630,70026937,10002,1,2,IL,USA,17,31,120300,0,0,41.991112,-87.740066,Census Tract 1203
12761,12761,46635,70026941,10000,-1,1,IL,USA,17,31,60800,0,1,41.953959,-87.642649,Census Tract 608
12762,12762,46636,70026941,10002,1,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
12763,12763,46637,70026941,20002,2,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
12777,12777,46736,70026949,10000,-1,1,IL,USA,17,31,61100,0,1,41.94914,-87.656804,Census Tract 611
12778,12778,46737,70026949,10002,1,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
12782,12782,46771,70026957,10000,-1,1,IL,USA,17,31,222200,0,1,41.91591,-87.683826,Census Tract 2222
12783,12783,46772,70026957,10002,1,2,IL,USA,17,31,241400,0,0,41.906031,-87.675314,Census Tract 2414
12784,12784,46773,70026957,20003,2,3,IL,USA,17,31,838300,0,0,41.901566,-87.638404,Census Tract 8383
12787,12787,46784,70026961,10000,-1,1,IL,USA,17,31,838800,0,1,41.683404,-87.574061,Census Tract 8388
12788,12788,46785,70026961,10002,1,2,IL,USA,17,31,842400,0,0,41.742475,-87.63004,Census Tract 8424
12789,12789,46786,70026961,10003,1,3,IL,USA,17,31,320600,0,0,41.870554,-87.616596,Census Tract 3206
12804,12804,46849,70026980,10000,-1,1,IL,USA,17,31,242600,0,1,41.90056,-87.694197,Census Tract 2426
12805,12805,46850,70026980,10002,1,2,IL,USA,17,31,836800,0,0,41.88509,-87.714967,Census Tract 8368
12806,12806,46851,70026980,20002,2,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
12807,12807,46855,70026982,10000,-1,1,IL,USA,17,31,110100,0,1,41.987476,-87.769673,Census Tract 1101
12808,12808,46856,70026982,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
12813,12813,46882,70026988,10000,-1,1,IL,USA,17,31,271300,0,1,41.877304,-87.708453,Census Tract 2713
12814,12814,46883,70026988,10002,1,2,IL,USA,17,31,210601,0,0,41.937636,-87.712214,Census Tract 2106.01
12815,12815,46906,70026990,10000,-1,1,IL,USA,17,31,230100,0,1,41.912008,-87.704366,Census Tract 2301
12816,12816,46907,70026990,10003,1,3,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
12817,12817,46914,70026992,10000,-1,1,IL,USA,17,31,282700,0,1,41.871367,-87.688681,Census Tract 2827
12818,12818,46915,70026992,10002,1,2,IL,USA,17,31,71400,0,0,41.922726,-87.629526,Census Tract 714
12819,12819,46916,70026992,20002,2,2,IL,USA,17,31,243400,0,0,41.892558,-87.659848,Census Tract 2434
12820,12820,46917,70026993,10000,-1,1,IL,USA,17,31,271300,0,1,41.877304,-87.708453,Census Tract 2713
12821,12821,46918,70026993,10002,1,2,IL,USA,17,31,231500,0,0,41.891736,-87.718652,Census Tract 2315
12822,12822,46919,70026993,20002,2,2,IL,USA,17,31,411200,0,0,41.790562,-87.594017,Census Tract 4112
12823,12823,46956,70026996,10000,-1,1,IL,USA,17,31,243300,0,1,41.892478,-87.664739,Census Tract 2433
12824,12824,46957,70026996,10002,1,2,IL,USA,17,31,839000,0,0,41.869903,-87.631213,Census Tract 8390
12825,12825,46958,70026996,20002,2,2,IL,USA,17,31,839000,0,0,41.869903,-87.631213,Census Tract 8390
12826,12826,46959,70026996,30003,3,3,IL,USA,17,31,843700,0,0,41.94556,-87.690034,Census Tract 8437
12827,12827,46960,70026996,40003,4,3,IL,USA,17,31,242200,0,0,41.899589,-87.674719,Census Tract 2422
12828,12828,46989,70027006,10000,-1,1,IL,USA,17,31,140601,0,1,41.964647,-87.725891,Census Tract 1406.01
12829,12829,46990,70027006,10002,1,2,IL,USA,17,31,833100,0,0,41.879078,-87.657046,Census Tract 8331
12830,12830,46991,70027006,20003,2,3,IL,USA,17,31,210601,0,0,41.937636,-87.712214,Census Tract 2106.01
12833,12833,47007,70027025,10000,-1,1,IL,USA,17,31,280900,0,1,41.878626,-87.685132,Census Tract 2809
12834,12834,47008,70027025,10002,1,2,IL,USA,17,31,836700,0,0,41.891704,-87.702175,Census Tract 8367
12835,12835,47010,70027028,10000,-1,1,IL,USA,17,31,62000,0,1,41.942577,-87.647079,Census Tract 620
12836,12836,47011,70027028,10002,1,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
12843,12843,47034,70027035,10000,-1,1,IL,USA,17,31,420800,0,1,41.77691,-87.603257,Census Tract 4208
12844,12844,47035,70027035,10002,1,2,IL,USA,17,31,836200,0,0,41.790469,-87.601285,Census Tract 8362
12845,12845,47060,70027037,10000,-1,1,IL,USA,17,31,440101,0,1,41.748627,-87.601451,Census Tract 4401.01
12846,12846,47061,70027037,10002,1,2,IL,USA,17,31,70500,0,0,41.928945,-87.660892,Census Tract 705
12847,12847,47063,70027042,10000,-1,1,IL,USA,17,31,842400,0,1,41.742475,-87.63004,Census Tract 8424
