,Unnamed: 0.1,Unnamed: 0,sampno,locno,perno,loctype,state,country,state_fips,county_fips,tract_fips,out_region,home,latitude,longitude,tract
4651,4651,18008,70005851,40003,4,3,IL,USA,17,31,30200,0,0,41.994441,-87.66523,Census Tract 302
4652,4652,18011,70005854,10000,-1,1,IL,USA,17,31,110502,0,1,41.970286,-87.759852,Census Tract 1105.02
4653,4653,18012,70005854,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4663,4663,18038,70005864,10000,-1,1,IL,USA,17,31,243500,0,1,41.892654,-87.652517,Census Tract 2435
4664,4664,18039,70005864,20002,2,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
4673,4673,18075,70005869,10000,-1,1,IL,USA,17,31,411000,0,1,41.787227,-87.577462,Census Tract 4110
4674,4674,18076,70005869,10003,1,3,IL,USA,17,31,420300,0,0,41.783224,-87.598697,Census Tract 4203
4675,4675,18077,70005869,20002,2,2,IL,USA,17,31,81700,0,0,41.892218,-87.631832,Census Tract 817
4678,4678,18087,70005876,10000,-1,1,IL,USA,17,31,170400,0,1,41.948908,-87.812711,Census Tract 1704
4679,4679,18088,70005876,10002,1,2,IL,USA,17,31,63200,0,0,41.938923,-87.634673,Census Tract 632
4680,4680,18089,70005876,20002,2,2,IL,USA,17,31,100500,0,0,41.97806,-87.819734,Census Tract 1005
4681,4681,18099,70005877,10000,-1,1,IL,USA,17,31,220902,0,1,41.922711,-87.721836,Census Tract 2209.02
4682,4682,18100,70005877,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4683,4683,18101,70005877,10003,1,3,IL,USA,17,31,832900,0,0,41.874181,-87.661901,Census Tract 8329
4684,4684,18102,70005877,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4699,4699,18161,70005899,10000,-1,1,IL,USA,17,31,140400,0,1,41.971537,-87.738943,Census Tract 1404
4700,4700,18162,70005899,10002,1,2,IL,USA,17,31,200200,0,0,41.927852,-87.735628,Census Tract 2002
4701,4701,18163,70005899,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4702,4702,18166,70005900,10000,-1,1,IL,USA,17,31,110501,0,1,41.977002,-87.761925,Census Tract 1105.01
4703,4703,18167,70005900,10002,1,2,IL,USA,17,31,833300,0,0,41.871694,-87.654124,Census Tract 8333
4704,4704,18265,70005904,10000,-1,1,IL,USA,17,31,10702,0,1,42.00902,-87.672726,Census Tract 107.02
4705,4705,18266,70005904,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4706,4706,18267,70005904,20002,2,2,IL,USA,17,31,70700,0,0,41.930652,-87.674104,Census Tract 707
4727,4727,18365,70005927,10000,-1,1,IL,USA,17,31,243500,0,1,41.892654,-87.652517,Census Tract 2435
4728,4728,18366,70005927,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
4729,4729,18367,70005927,20002,2,2,IL,USA,17,31,81700,0,0,41.892218,-87.631832,Census Tract 817
4733,4733,18374,70005935,10000,-1,1,IL,USA,17,31,832600,0,1,41.914754,-87.654465,Census Tract 8326
4734,4734,18375,70005935,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4735,4735,18388,70005938,10000,-1,1,IL,USA,17,31,30103,0,1,41.995524,-87.655153,Census Tract 301.03
4736,4736,18389,70005938,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4737,4737,18390,70005938,10003,1,3,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
4744,4744,18397,70005943,10000,-1,1,IL,USA,17,31,61800,0,1,41.94649,-87.647115,Census Tract 618
4745,4745,18398,70005943,10003,1,3,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
4746,4746,18399,70005943,20002,2,2,IL,USA,17,31,61800,0,1,41.94649,-87.647115,Census Tract 618
4758,4758,18452,70005949,10000,-1,1,IL,USA,17,31,70103,0,1,41.926811,-87.642605,Census Tract 701.03
4759,4759,18453,70005949,10002,1,2,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
4789,4789,18538,70005977,10000,-1,1,IL,USA,17,31,110400,0,1,41.972954,-87.772611,Census Tract 1104
4790,4790,18539,70005977,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4791,4791,18544,70005979,10000,-1,1,IL,USA,17,31,61902,0,1,41.946698,-87.639064,Census Tract 619.02
4792,4792,18545,70005979,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4795,4795,18558,70005990,10000,-1,1,IL,USA,17,31,320100,0,1,41.886447,-87.619467,Census Tract 3201
4796,4796,18559,70005990,10002,1,2,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
4797,4797,18560,70005991,10000,-1,1,IL,USA,17,31,70103,0,1,41.926811,-87.642605,Census Tract 701.03
4798,4798,18561,70005991,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4799,4799,18563,70005992,10000,-1,1,IL,USA,17,31,240700,0,1,41.912088,-87.694599,Census Tract 2407
4800,4800,18564,70005992,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
4801,4801,18565,70005992,20002,2,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
4816,4816,18621,70006002,10000,-1,1,IL,USA,17,31,160300,0,1,41.957268,-87.730896,Census Tract 1603
4817,4817,18622,70006002,10002,1,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
4818,4818,18623,70006003,10000,-1,1,IL,USA,17,31,81100,0,1,41.900221,-87.629105,Census Tract 811
4819,4819,18624,70006003,10002,1,2,IL,USA,17,31,832600,0,0,41.914754,-87.654465,Census Tract 8326
4820,4820,18640,70006004,10000,-1,1,IL,USA,17,31,831700,0,1,41.952651,-87.745255,Census Tract 8317
4821,4821,18641,70006004,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
4826,4826,18652,70006007,10000,-1,1,IL,USA,17,31,10201,0,1,42.016008,-87.680148,Census Tract 102.01
4827,4827,18653,70006007,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4831,4831,18667,70006020,10000,-1,1,IL,USA,17,31,839500,0,1,41.834098,-87.619292,Census Tract 8395
4832,4832,18668,70006020,10002,1,2,IL,USA,17,31,490500,0,0,41.717927,-87.613206,Census Tract 4905
4833,4833,18675,70006022,10000,-1,1,IL,USA,17,31,750300,0,1,41.695391,-87.686173,Census Tract 7503
4834,4834,18676,70006022,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
4835,4835,18677,70006022,20002,2,2,IL,USA,17,31,670800,0,0,41.783144,-87.661879,Census Tract 6708
4836,4836,18678,70006022,30003,3,3,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4837,4837,18679,70006024,10000,-1,1,IL,USA,17,31,63200,0,1,41.938923,-87.634673,Census Tract 632
4838,4838,18680,70006024,10002,1,2,IL,USA,17,31,842000,0,0,41.83496,-87.62517,Census Tract 8420
4839,4839,18681,70006025,10000,-1,1,IL,USA,17,31,150401,0,1,41.964568,-87.772265,Census Tract 1504.01
4840,4840,18682,70006025,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4841,4841,18683,70006025,20002,2,2,IL,USA,17,31,842200,0,0,41.904728,-87.64922,Census Tract 8422
4842,4842,18684,70006025,30003,3,3,IL,USA,17,31,150501,0,0,41.964476,-87.781964,Census Tract 1505.01
4845,4845,18694,70006027,10000,-1,1,IL,USA,17,31,110100,0,1,41.987476,-87.769673,Census Tract 1101
4846,4846,18695,70006027,10002,1,2,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
4847,4847,18696,70006027,20002,2,2,IL,USA,17,31,833100,0,0,41.879078,-87.657046,Census Tract 8331
4850,4850,18703,70006032,10000,-1,1,IL,USA,17,31,840000,0,1,41.831171,-87.638298,Census Tract 8400
4851,4851,18704,70006032,10002,1,2,IL,USA,17,31,30800,0,0,41.979912,-87.664188,Census Tract 308
4852,4852,18705,70006032,30003,3,3,IL,USA,17,31,841100,0,0,41.851644,-87.635661,Census Tract 8411
4853,4853,18706,70006032,40003,4,3,IL,USA,17,31,841100,0,0,41.851644,-87.635661,Census Tract 8411
4864,4864,18740,70006051,10000,-1,1,IL,USA,17,31,221000,0,1,41.92096,-87.715253,Census Tract 2210
4865,4865,18741,70006051,10002,1,2,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
4866,4866,18742,70006051,20002,2,2,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
4881,4881,18828,70006069,10000,-1,1,IL,USA,17,31,10300,0,1,42.015941,-87.666535,Census Tract 103
4882,4882,18829,70006069,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4893,4893,18893,70006085,10000,-1,1,IL,USA,17,31,242000,0,1,41.899737,-87.664954,Census Tract 2420
4894,4894,18894,70006085,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
4900,4900,18907,70006097,10000,-1,1,IL,USA,17,31,430800,0,1,41.76075,-87.571298,Census Tract 4308
4901,4901,18908,70006097,10002,1,2,IL,USA,17,31,691100,0,0,41.761714,-87.629872,Census Tract 6911
4902,4902,18909,70006097,20003,2,3,IL,USA,17,31,681200,0,0,41.769159,-87.638677,Census Tract 6812
4903,4903,18911,70006104,10000,-1,1,IL,USA,17,31,63301,0,1,41.934541,-87.643024,Census Tract 633.01
4904,4904,18912,70006104,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
4905,4905,18913,70006104,10003,1,3,IL,USA,17,31,833100,0,0,41.879078,-87.657046,Census Tract 8331
4919,4919,18942,70006126,10000,-1,1,IL,USA,17,31,691200,0,1,41.752621,-87.630411,Census Tract 6912
4920,4920,18943,70006126,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
4921,4921,18944,70006128,10000,-1,1,IL,USA,17,31,150401,0,1,41.964568,-87.772265,Census Tract 1504.01
4922,4922,18945,70006128,10002,1,2,IL,USA,17,31,130200,0,0,41.981838,-87.737573,Census Tract 1302
4923,4923,18946,70006134,10000,-1,1,IL,USA,17,31,730300,0,1,41.727469,-87.664567,Census Tract 7303
4924,4924,18947,70006134,20003,2,3,IL,USA,17,31,711200,0,0,41.740556,-87.669825,Census Tract 7112
4925,4925,18948,70006134,30003,3,3,IL,USA,17,31,711200,0,0,41.740556,-87.669825,Census Tract 7112
4926,4926,18949,70006140,10000,-1,1,IL,USA,17,31,730600,0,1,41.7106,-87.650486,Census Tract 7306
4927,4927,18950,70006140,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4928,4928,18951,70006140,30002,3,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4939,4939,18976,70006145,10000,-1,1,IL,USA,17,31,30101,0,1,41.991054,-87.654879,Census Tract 301.01
4940,4940,18977,70006145,10002,1,2,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
4945,4945,19012,70006155,10000,-1,1,IL,USA,17,31,670400,0,1,41.7903,-87.67177,Census Tract 6704
4946,4946,19013,70006155,10002,1,2,IL,USA,17,31,71800,0,0,41.914586,-87.645966,Census Tract 718
4947,4947,19016,70006159,10000,-1,1,IL,USA,17,31,720700,0,1,41.703107,-87.665139,Census Tract 7207
4948,4948,19017,70006159,10002,1,2,IL,USA,17,31,830900,0,0,41.928424,-87.684906,Census Tract 8309
4949,4949,19018,70006161,10000,-1,1,IL,USA,17,31,430102,0,1,41.768953,-87.563814,Census Tract 4301.02
4950,4950,19019,70006161,20002,2,2,IL,USA,17,31,842400,0,0,41.742475,-87.63004,Census Tract 8424
4951,4951,19020,70006161,30003,3,3,IL,USA,17,31,430700,0,0,41.765272,-87.56089,Census Tract 4307
4963,4963,19051,70006213,10000,-1,1,IL,USA,17,31,390400,0,1,41.805924,-87.604058,Census Tract 3904
4964,4964,19052,70006213,10002,1,2,IL,USA,17,31,390100,0,0,41.813554,-87.590545,Census Tract 3901
4965,4965,19053,70006213,30003,3,3,IL,USA,17,31,390400,0,0,41.805924,-87.604058,Census Tract 3904
4966,4966,19054,70006213,40003,4,3,IL,USA,17,31,390400,0,0,41.805924,-87.604058,Census Tract 3904
4967,4967,19055,70006215,10000,-1,1,IL,USA,17,31,491100,0,1,41.699753,-87.637699,Census Tract 4911
4968,4968,19056,70006215,10003,1,3,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
4969,4969,19057,70006215,20002,2,2,IL,USA,17,31,842000,0,0,41.83496,-87.62517,Census Tract 8420
4995,4995,19116,70006268,10000,-1,1,IL,USA,17,31,50200,0,1,41.95774,-87.683717,Census Tract 502
4996,4996,19117,70006268,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
4997,4997,19118,70006268,30003,3,3,IL,USA,17,31,40800,0,0,41.963974,-87.691821,Census Tract 408
4998,4998,19119,70006268,40003,4,3,IL,USA,17,31,40800,0,0,41.963974,-87.691821,Census Tract 408
5001,5001,19123,70006275,10000,-1,1,IL,USA,17,31,31000,0,1,41.972437,-87.671109,Census Tract 310
5002,5002,19124,70006275,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5010,5010,19148,70006284,10000,-1,1,IL,USA,17,31,660800,0,1,41.773641,-87.693266,Census Tract 6608
5011,5011,19149,70006284,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5018,5018,19234,70006299,10000,-1,1,IL,USA,17,31,430900,0,1,41.760641,-87.581185,Census Tract 4309
5019,5019,19235,70006299,10002,1,2,IL,USA,17,31,690500,0,0,41.768179,-87.612103,Census Tract 6905
5020,5020,19236,70006299,20002,2,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
5021,5021,19239,70006302,10000,-1,1,IL,USA,17,31,760803,0,1,41.975347,-87.844153,Census Tract 7608.03
5022,5022,19240,70006302,10002,1,2,IL,USA,17,31,81700,0,0,41.892218,-87.631832,Census Tract 817
5027,5027,19249,70006308,10000,-1,1,IL,USA,17,31,220602,0,1,41.929327,-87.711981,Census Tract 2206.02
5028,5028,19250,70006308,10002,1,2,IL,USA,17,31,62800,0,0,41.936159,-87.661265,Census Tract 628
5031,5031,19258,70006313,10000,-1,1,IL,USA,17,31,832400,0,1,41.915741,-87.692256,Census Tract 8324
5032,5032,19259,70006313,10002,1,2,IL,USA,17,31,833000,0,0,41.885286,-87.657249,Census Tract 8330
5033,5033,19260,70006313,20002,2,2,IL,USA,17,31,833000,0,0,41.885286,-87.657249,Census Tract 8330
5034,5034,19261,70006313,30003,3,3,IL,USA,17,31,832400,0,0,41.915741,-87.692256,Census Tract 8324
5035,5035,19262,70006313,40003,4,3,IL,USA,17,31,832400,0,0,41.915741,-87.692256,Census Tract 8324
5051,5051,19361,70006332,10000,-1,1,IL,USA,17,31,151001,0,1,41.942383,-87.754353,Census Tract 1510.01
5052,5052,19362,70006332,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5053,5053,19363,70006332,20002,2,2,IL,USA,17,31,70200,0,0,41.929078,-87.646293,Census Tract 702
5054,5054,19364,70006332,30003,3,3,IL,USA,17,31,150800,0,0,41.949709,-87.752118,Census Tract 1508
5079,5079,19475,70006355,10000,-1,1,IL,USA,17,31,540102,0,1,41.66733,-87.605449,Census Tract 5401.02
5080,5080,19476,70006355,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5081,5081,19477,70006355,30003,3,3,IL,USA,17,31,710800,0,0,41.747837,-87.648813,Census Tract 7108
5090,5090,19531,70006365,10000,-1,1,IL,USA,17,31,30103,0,1,41.995524,-87.655153,Census Tract 301.03
5091,5091,19532,70006365,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5092,5092,19533,70006365,20002,2,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
5096,5096,19542,70006368,10000,-1,1,IL,USA,17,31,20602,0,1,42.001316,-87.693637,Census Tract 206.02
5097,5097,19543,70006368,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5098,5098,19544,70006368,20002,2,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
5104,5104,19559,70006372,10000,-1,1,IL,USA,17,31,40201,0,1,41.97258,-87.694,Census Tract 402.01
5105,5105,19560,70006372,10002,1,2,IL,USA,17,31,838000,0,0,41.877367,-87.680652,Census Tract 8380
5106,5106,19563,70006374,10000,-1,1,IL,USA,17,31,160800,0,1,41.950213,-87.712815,Census Tract 1608
5107,5107,19564,70006374,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5108,5108,19565,70006374,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5109,5109,19566,70006374,30003,3,3,IL,USA,17,31,160400,0,0,41.957366,-87.722824,Census Tract 1604
5112,5112,19589,70006377,10000,-1,1,IL,USA,17,31,241600,0,1,41.90671,-87.665328,Census Tract 2416
5113,5113,19590,70006377,10002,1,2,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
5114,5114,19592,70006379,10000,-1,1,IL,USA,17,31,150700,0,1,41.949591,-87.761958,Census Tract 1507
5115,5115,19593,70006379,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5116,5116,19594,70006379,20002,2,2,IL,USA,17,31,191200,0,0,41.920143,-87.760827,Census Tract 1912
5117,5117,19595,70006382,10000,-1,1,IL,USA,17,31,140100,0,1,41.971201,-87.705805,Census Tract 1401
5118,5118,19596,70006382,10002,1,2,IL,USA,17,31,320600,0,0,41.870554,-87.616596,Census Tract 3206
5132,5132,19654,70006395,10000,-1,1,IL,USA,17,31,32100,0,1,41.958154,-87.653018,Census Tract 321
5133,5133,19655,70006395,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5134,5134,19659,70006398,10000,-1,1,IL,USA,17,31,60900,0,1,41.951517,-87.641778,Census Tract 609
5135,5135,19660,70006398,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
5136,5136,19661,70006398,20002,2,2,IL,USA,17,31,836200,0,0,41.790469,-87.601285,Census Tract 8362
5139,5139,19675,70006406,10000,-1,1,IL,USA,17,31,10600,0,1,42.006277,-87.667683,Census Tract 106
5140,5140,19676,70006406,10002,1,2,IL,USA,17,31,81402,0,0,41.891022,-87.612931,Census Tract 814.02
5141,5141,19677,70006406,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5142,5142,19678,70006406,30003,3,3,IL,USA,17,31,30900,0,0,41.979795,-87.671445,Census Tract 309
5154,5154,19778,70006416,10000,-1,1,IL,USA,17,31,560900,0,1,41.79577,-87.791651,Census Tract 5609
5155,5155,19779,70006416,10002,1,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
5156,5156,19806,70006419,10000,-1,1,IL,USA,17,31,40202,0,1,41.979855,-87.694096,Census Tract 402.02
5157,5157,19807,70006419,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5158,5158,19808,70006419,20002,2,2,IL,USA,17,31,610300,0,0,41.816178,-87.675102,Census Tract 6103
5159,5159,19809,70006419,30003,3,3,IL,USA,17,31,50300,0,0,41.957885,-87.690444,Census Tract 503
5178,5178,19865,70006451,10000,-1,1,IL,USA,17,31,460700,0,1,41.73558,-87.549281,Census Tract 4607
5179,5179,19866,70006451,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
5180,5180,19868,70006455,10000,-1,1,IL,USA,17,31,220702,0,1,41.929369,-87.724231,Census Tract 2207.02
5181,5181,19869,70006455,20003,2,3,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
5222,5222,19961,70006494,10000,-1,1,IL,USA,17,31,90100,0,1,42.015255,-87.813585,Census Tract 901
5223,5223,19962,70006494,10002,1,2,IL,USA,17,31,842200,0,0,41.904728,-87.64922,Census Tract 8422
5226,5226,19967,70006496,10000,-1,1,IL,USA,17,31,80202,0,1,41.905859,-87.630901,Census Tract 802.02
5227,5227,19968,70006496,10002,1,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
5239,5239,19992,70006504,10000,-1,1,IL,USA,17,31,241600,0,1,41.90671,-87.665328,Census Tract 2416
5240,5240,19993,70006504,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5241,5241,20012,70006506,10000,-1,1,IL,USA,17,31,580100,0,1,41.828055,-87.690746,Census Tract 5801
5242,5242,20013,70006506,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5243,5243,20014,70006506,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5244,5244,20018,70006509,10000,-1,1,IL,USA,17,31,310300,0,1,41.856144,-87.648978,Census Tract 3103
5245,5245,20019,70006509,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5246,5246,20020,70006509,30003,3,3,IL,USA,17,31,330100,0,0,41.859295,-87.615523,Census Tract 3301
5247,5247,20072,70006516,10000,-1,1,IL,USA,17,31,30604,0,1,41.985871,-87.652455,Census Tract 306.04
5248,5248,20073,70006516,10002,1,2,IL,USA,17,31,81600,0,0,41.892057,-87.628871,Census Tract 816
5249,5249,20074,70006516,10003,1,3,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
5250,5250,20076,70006518,10000,-1,1,IL,USA,17,31,310700,0,1,41.85599,-87.664906,Census Tract 3107
5251,5251,20077,70006518,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5252,5252,20078,70006518,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5256,5256,20097,70006528,10000,-1,1,IL,USA,17,31,390600,0,1,41.806018,-87.59435,Census Tract 3906
5257,5257,20098,70006528,20002,2,2,IL,USA,17,31,836200,0,0,41.790469,-87.601285,Census Tract 8362
5258,5258,20099,70006528,30003,3,3,IL,USA,17,31,420400,0,0,41.78317,-87.603558,Census Tract 4204
5263,5263,20119,70006541,10000,-1,1,IL,USA,17,31,839600,0,1,41.827443,-87.619249,Census Tract 8396
5264,5264,20120,70006541,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5265,5265,20121,70006541,20003,2,3,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
5276,5276,20165,70006550,10000,-1,1,IL,USA,17,31,843700,0,1,41.94556,-87.690034,Census Tract 8437
5277,5277,20166,70006550,20002,2,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
5278,5278,20174,70006551,10000,-1,1,IL,USA,17,31,60900,0,1,41.951517,-87.641778,Census Tract 609
5279,5279,20175,70006551,10002,1,2,IL,USA,17,31,81700,0,0,41.892218,-87.631832,Census Tract 817
5284,5284,20193,70006559,10000,-1,1,IL,USA,17,31,10502,0,1,42.004517,-87.663327,Census Tract 105.02
5285,5285,20194,70006559,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5290,5290,20200,70006564,10000,-1,1,IL,USA,17,31,61901,0,1,41.943244,-87.643458,Census Tract 619.01
5291,5291,20201,70006564,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
5292,5292,20206,70006568,10000,-1,1,IL,USA,17,31,71700,0,1,41.912867,-87.641072,Census Tract 717
5293,5293,20207,70006568,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
5294,5294,20208,70006568,30003,3,3,IL,USA,17,31,833300,0,0,41.871694,-87.654124,Census Tract 8333
5295,5295,20209,70006568,40003,4,3,IL,USA,17,31,71200,0,0,41.921855,-87.646211,Census Tract 712
5316,5316,20243,70006586,10000,-1,1,IL,USA,17,31,100200,0,1,41.995658,-87.794314,Census Tract 1002
5317,5317,20244,70006586,10002,1,2,IL,USA,17,31,120200,0,0,41.994532,-87.757611,Census Tract 1202
5318,5318,20245,70006586,10003,1,3,IL,USA,17,31,320600,0,0,41.870554,-87.616596,Census Tract 3206
